lemma,gloss,best_category,best_score,score_kinship_family,score_marriage,score_friendship_affection,score_hostility_enmity,score_hospitality_xenia,score_erotic_pederasty,score_rank_kingship_rule,score_military_rank,score_servitude_slavery,score_messenger_herald_envoy,score_civic_community
ἐπί-ρρημα,"that which is; said afterwards; speech; spoken; after the Parabasis; adverb; surname, nickname",rank_kingship_rule,0.285,0.22,0.141,0.177,0.209,0.162,0.214,0.285,0.16,0.189,0.207,0.152
ἐπι-ρρημᾰτικός,adverbial,civic_community,0.367,0.253,0.232,0.225,0.239,0.244,0.254,0.258,0.209,0.314,0.198,0.367
ἐπίρρηξις,fissure; tearing,hostility_enmity,0.338,0.254,0.208,0.202,0.338,0.29,0.275,0.194,0.174,0.213,0.217,0.193
ἐπιρρητέον,one must say concerning,hostility_enmity,0.373,0.282,0.237,0.296,0.373,0.287,0.295,0.356,0.28,0.277,0.233,0.226
ἐπιρρητορεύω,declaim over; introduce besides,rank_kingship_rule,0.324,0.193,0.183,0.278,0.195,0.25,0.22,0.324,0.226,0.276,0.165,0.228
ἐπίρρητος,"exclaimed against, infamous; agreed upon",hostility_enmity,0.397,0.195,0.243,0.255,0.397,0.235,0.256,0.333,0.245,0.281,0.162,0.224
ἐπιρρῑγέω,shiver afterwards,erotic_pederasty,0.371,0.29,0.206,0.293,0.322,0.261,0.371,0.217,0.238,0.264,0.193,0.257
ἐπιρρίζ-ιον,side-root,hostility_enmity,0.325,0.302,0.263,0.224,0.325,0.228,0.215,0.309,0.312,0.245,0.243,0.224
ἐπίρρικνος,"‘fine’, wiry",rank_kingship_rule,0.36,0.232,0.267,0.274,0.305,0.29,0.238,0.36,0.256,0.291,0.207,0.258
ἐπίρριμμα,winding-sheet; slaveʼs outer garment; poultice,servitude_slavery,0.472,0.264,0.273,0.232,0.178,0.274,0.301,0.32,0.23,0.472,0.354,0.283
ἐπίρριν-ον,nose-ring,rank_kingship_rule,0.323,0.277,0.268,0.256,0.273,0.263,0.308,0.323,0.31,0.245,0.284,0.246
ἐπίρριν-ος,with a long nose,erotic_pederasty,0.299,0.277,0.297,0.219,0.233,0.242,0.299,0.271,0.279,0.197,0.23,0.22
ἐπιρριπτ-έον,one must apply,rank_kingship_rule,0.421,0.241,0.27,0.185,0.205,0.232,0.223,0.421,0.373,0.29,0.309,0.292
ἐπιρριπτ-έω,throw oneself; upon,servitude_slavery,0.335,0.271,0.226,0.237,0.332,0.29,0.229,0.286,0.313,0.335,0.22,0.225
ἐπιρρίπτ-ω,cast at; throws; upon; manum injecit; inflict; apply; spreading over the surface; requisition; to be imminent; throw out opinions,hostility_enmity,0.299,0.206,0.243,0.156,0.299,0.285,0.257,0.283,0.221,0.282,0.267,0.276
ἐπίρριψις,casting upon,servitude_slavery,0.39,0.36,0.319,0.294,0.35,0.341,0.375,0.34,0.3,0.39,0.311,0.316
ἐπιρροή,"afflux, influx; determination; to..; stream; channel, duct; irrigation",messenger_herald_envoy,0.222,0.166,0.095,0.16,0.136,0.196,0.13,0.191,0.151,0.199,0.222,0.166
ἐπιρρόθ-ητος,blamed,hostility_enmity,0.454,0.379,0.361,0.289,0.454,0.277,0.344,0.379,0.342,0.332,0.271,0.297
ἐπίρροθ-ος,"coming to the rescue; helper; giving aid against; easy; bandied; backwards and forwards, abusive; full of fault-finding",hostility_enmity,0.415,0.357,0.207,0.349,0.415,0.25,0.221,0.31,0.312,0.387,0.309,0.299
ἐπιρροιβδ-έω,croak so as to forbode rain; shoot a whizzing,hospitality_xenia,0.33,0.178,0.274,0.185,0.265,0.33,0.206,0.244,0.225,0.232,0.203,0.195
ἐπιρροίβδ-ην,with noisy fury,hostility_enmity,0.349,0.299,0.232,0.247,0.349,0.222,0.233,0.274,0.295,0.173,0.242,0.184
ἐπιρροιζέω,shriek; make a rustling; whirring sound,messenger_herald_envoy,0.284,0.25,0.208,0.228,0.282,0.242,0.256,0.221,0.207,0.191,0.284,0.238
ἐπιρρομβέω,make a buzzing noise; swoop down upon,hospitality_xenia,0.234,0.184,0.196,0.177,0.164,0.234,0.197,0.161,0.127,0.13,0.184,0.195
ἐπίρροος,"influx, redundance; accessory flux",hostility_enmity,0.244,0.169,0.09,0.172,0.244,0.172,0.143,0.132,0.237,0.209,0.195,0.137
ἐπίρροπος,inclining; Cat. Cod. Astr.,kinship_family,0.287,0.287,0.177,0.196,0.211,0.245,0.24,0.224,0.259,0.242,0.272,0.283
ἐπιρροφ-έω,"swallow besides; take draughts; swallow greedily, gulp down",military_rank,0.266,0.156,0.152,0.211,0.186,0.212,0.178,0.189,0.266,0.179,0.188,0.147
ἐπιρρυγχίς,hook of a birdʼs beak,messenger_herald_envoy,0.282,0.228,0.165,0.144,0.168,0.257,0.157,0.186,0.198,0.226,0.282,0.198
ἐπιρρύζω,set; on,messenger_herald_envoy,0.341,0.221,0.201,0.28,0.257,0.231,0.232,0.215,0.22,0.222,0.341,0.236
ἐπιρρυθμίζω,"remould, amend; dress",hostility_enmity,0.411,0.244,0.367,0.23,0.411,0.272,0.278,0.284,0.26,0.294,0.212,0.224
ἐπιρρύομαι,"save, preserve",erotic_pederasty,0.393,0.226,0.223,0.242,0.347,0.208,0.393,0.244,0.31,0.23,0.202,0.253
ἐπιρρῠπαίνω,soil on the surface; become; foul again,hospitality_xenia,0.311,0.214,0.144,0.131,0.211,0.311,0.219,0.174,0.109,0.173,0.105,0.152
ἐπιρρύπτω,clean,erotic_pederasty,0.488,0.438,0.466,0.455,0.412,0.375,0.488,0.449,0.438,0.365,0.375,0.421
ἐπίρρῠσις,means of saving,military_rank,0.242,0.184,0.197,0.237,0.187,0.162,0.225,0.183,0.242,0.193,0.193,0.198
ἐπιρρύσμιος,in-flowing; adventitious,hospitality_xenia,0.436,0.216,0.19,0.258,0.292,0.436,0.263,0.246,0.284,0.265,0.247,0.299
ἐπιρρωγολογέομαι,glean grapes off,erotic_pederasty,0.287,0.142,0.15,0.158,0.209,0.236,0.287,0.176,0.171,0.18,0.24,0.183
ἐπιρρώννῡμι,"add strength to, strengthen; encourage in; collect; strength; recover strength, pluck; up courage; took courage",military_rank,0.309,0.179,0.163,0.301,0.246,0.189,0.188,0.291,0.309,0.277,0.221,0.2
ἐπιρρώομαι,apply oneʼs; strength to; work lustily at; worked with might and main at; move nimbly; urge the rapid; follow rapidly; flow; stream upon; flowed waving,messenger_herald_envoy,0.293,0.151,0.179,0.204,0.203,0.188,0.25,0.223,0.291,0.285,0.293,0.242
ἐπίρρωσις,strengthening; intensification,servitude_slavery,0.363,0.202,0.211,0.352,0.289,0.214,0.227,0.306,0.285,0.363,0.279,0.245
ἐπιρρωστέον,one must arouse,erotic_pederasty,0.352,0.249,0.317,0.291,0.343,0.271,0.352,0.289,0.266,0.313,0.298,0.296
ἐπίσαγμα,pack-saddle; load; burden,military_rank,0.313,0.182,0.222,0.264,0.2,0.226,0.253,0.265,0.313,0.256,0.238,0.252
ἐπίσαθρος,infirm,hostility_enmity,0.361,0.269,0.225,0.332,0.361,0.336,0.245,0.306,0.302,0.322,0.315,0.294
ἐπισᾰλ-εύω,ride at anchor off; float; over,military_rank,0.235,0.173,0.187,0.158,0.207,0.229,0.168,0.2,0.235,0.224,0.191,0.186
ἐπίσᾰλ-ος,tossed on the sea; rough,hospitality_xenia,0.316,0.276,0.236,0.294,0.311,0.316,0.307,0.293,0.289,0.263,0.249,0.286
ἐπισαλπίζω,accompany on the trumpet; blow,hospitality_xenia,0.294,0.184,0.222,0.204,0.234,0.294,0.227,0.237,0.262,0.231,0.234,0.184
ἐπισανδᾰλίς,sandal strap,military_rank,0.296,0.275,0.233,0.225,0.211,0.2,0.233,0.275,0.296,0.281,0.274,0.211
ἐπίσαξις,"heaping on; up; stuffing, filling",servitude_slavery,0.386,0.202,0.289,0.3,0.207,0.325,0.254,0.209,0.276,0.386,0.274,0.313
ἐπίσαπρος,rotten,hostility_enmity,0.387,0.36,0.285,0.352,0.387,0.368,0.332,0.33,0.351,0.251,0.218,0.291
ἐπισαρκάζω,"grin, sneer at",marriage,0.388,0.273,0.388,0.286,0.28,0.219,0.372,0.242,0.241,0.281,0.275,0.308
ἐπίσαρκ-ος,covered with flesh,hospitality_xenia,0.367,0.314,0.311,0.316,0.245,0.367,0.345,0.329,0.288,0.317,0.247,0.224
ἐπισάττω,pile a load upon; saddle; load with; heap up; to be filled full,civic_community,0.317,0.146,0.17,0.22,0.203,0.176,0.199,0.249,0.297,0.306,0.22,0.317
ἐπισβέννῠμαι,go out upon,hostility_enmity,0.397,0.207,0.302,0.327,0.397,0.295,0.304,0.276,0.236,0.312,0.219,0.29
ἐπίσειστος,shaking; waving over; mask with hair hanging on the; forehead,hostility_enmity,0.263,0.212,0.146,0.222,0.263,0.212,0.199,0.178,0.217,0.178,0.259,0.199
ἐπισείω,shake at; against; stir up..; hold; out as a threat; Bis Acc.; seems to threaten; urge on; set; upon; hurl at; assault; shake so as to touch,hostility_enmity,0.343,0.217,0.182,0.26,0.343,0.241,0.24,0.228,0.341,0.223,0.258,0.227
ἐπισείων,streamer,marriage,0.409,0.365,0.409,0.3,0.3,0.343,0.331,0.366,0.348,0.368,0.331,0.362
ἐπισέληνος,moon-shaped; cakes of this; shape,hospitality_xenia,0.141,0.06,0.109,0.069,0.055,0.141,0.063,0.116,0.058,0.042,0.123,0.087
ἐπισεμνολογέω,gloss over,rank_kingship_rule,0.414,0.24,0.283,0.248,0.336,0.229,0.378,0.414,0.29,0.31,0.32,0.249
ἐπίσεμνος,rather proud,hostility_enmity,0.466,0.312,0.274,0.36,0.466,0.229,0.315,0.305,0.396,0.273,0.252,0.256
ἐπισεμνύνομαι,pride oneself on,hostility_enmity,0.565,0.236,0.254,0.343,0.565,0.219,0.369,0.307,0.349,0.406,0.253,0.312
ἐπισεσυρμένως,"carelessly, perfunctorily",hostility_enmity,0.407,0.246,0.289,0.267,0.407,0.262,0.309,0.302,0.304,0.344,0.166,0.337
ἐπισεύω,"put in motion; against, set on; hurry; hasten to; towards; rush upon; at; charge; as; rushed on; rushing, hurrying over; swept over; hasted on; to be in excitement; agitation",messenger_herald_envoy,0.417,0.179,0.191,0.197,0.307,0.304,0.201,0.307,0.297,0.303,0.417,0.255
ἐπισήθω,sprinkle upon,military_rank,0.319,0.285,0.293,0.264,0.291,0.285,0.293,0.236,0.319,0.299,0.307,0.299
ἐπισηκρητεύω,secretum) perform secretarial duties as well,servitude_slavery,0.432,0.3,0.295,0.179,0.25,0.298,0.316,0.403,0.394,0.432,0.407,0.268
ἐπί-σημα,device,messenger_herald_envoy,0.435,0.399,0.383,0.391,0.398,0.39,0.405,0.325,0.324,0.293,0.435,0.396
ἐπι-σημαίνω,"mark; seal; to have a mark set on one; set a mark upon; has the mark; upon him; indicate as a symptom; show symptoms; indicate; give signs, appear as a symptom in; show itself; indicate a change of weather; symptoms appear; assign as a distinguishing mark; distinguish; added; by way of explanation; signify, indicate; remark; set oneʼs name; and seal to; applaud, signify approval; disapprove",messenger_herald_envoy,0.371,0.13,0.161,0.237,0.2,0.176,0.191,0.182,0.181,0.19,0.371,0.145
ἐπι-σήμανσις,marking; has left its mark,messenger_herald_envoy,0.318,0.174,0.15,0.205,0.189,0.128,0.288,0.238,0.185,0.165,0.318,0.173
ἐπι-σημαντέον,one must signify,messenger_herald_envoy,0.367,0.247,0.253,0.229,0.21,0.204,0.216,0.319,0.259,0.248,0.367,0.263
ἐπι-σημαντικός,"indicative, portending",messenger_herald_envoy,0.342,0.286,0.244,0.299,0.289,0.28,0.225,0.278,0.328,0.309,0.342,0.264
ἐπι-σημᾰσία,marking; notice; acclamations; symptom; access; signs of the; seasons; indication of weather to be expected; changes in the weather,messenger_herald_envoy,0.329,0.087,0.242,0.259,0.181,0.2,0.12,0.175,0.133,0.191,0.329,0.136
ἐπι-σημειόομαι,"distinguish, observe; observe, remark",servitude_slavery,0.259,0.187,0.135,0.169,0.198,0.153,0.14,0.22,0.218,0.259,0.219,0.204
ἐπι-σημείωσις,note; comment,messenger_herald_envoy,0.421,0.281,0.27,0.334,0.277,0.311,0.342,0.314,0.246,0.287,0.421,0.223
ἐπί-σημον,"distinguishing; mark, device, badge; badge; bearing; ensign; flag; figurehead; device; serial number; hieroglyphics; mark; imprint",messenger_herald_envoy,0.367,0.191,0.186,0.221,0.152,0.112,0.118,0.277,0.252,0.156,0.367,0.187
ἐπί-σημος,"serving to distinguish; having a mark, inscription; device on; stamped, coined; with; inscription on them; bearing the marks of the disease; spotted; striped; notable, remarkable; speaking; fine; notable; conspicuous, notorious; significant",messenger_herald_envoy,0.336,0.204,0.146,0.217,0.232,0.207,0.208,0.256,0.211,0.23,0.336,0.189
ἐπι-σημότης,nobilitas,erotic_pederasty,0.405,0.339,0.219,0.324,0.235,0.284,0.405,0.254,0.247,0.384,0.219,0.35
ἐπισθένω,have strength enough,hostility_enmity,0.357,0.272,0.233,0.302,0.357,0.155,0.321,0.295,0.281,0.261,0.219,0.193
ἐπίσθμιος,on the neck; collar,kinship_family,0.289,0.289,0.233,0.229,0.229,0.225,0.235,0.278,0.246,0.219,0.261,0.214
ἐπίσιγμα,hounding on,messenger_herald_envoy,0.403,0.32,0.364,0.382,0.393,0.341,0.349,0.351,0.33,0.367,0.403,0.358
ἐπισίζω,"hound on, set on",rank_kingship_rule,0.309,0.235,0.224,0.297,0.257,0.22,0.245,0.309,0.257,0.23,0.275,0.248
ἐπισῑμόω,bend inwards; turn aside oneʼs course,rank_kingship_rule,0.312,0.186,0.209,0.234,0.258,0.208,0.159,0.312,0.253,0.201,0.25,0.23
ἐπισῐνής,"liable to be injured by, infested with; injurious; blemished, feeble, diseased",hospitality_xenia,0.5,0.242,0.212,0.216,0.341,0.5,0.33,0.282,0.234,0.231,0.166,0.214
ἐπισίνιος,plotting mischief,hostility_enmity,0.444,0.234,0.2,0.241,0.444,0.283,0.217,0.272,0.237,0.296,0.334,0.229
ἐπισίνομαι,do hurt to,friendship_affection,0.432,0.252,0.211,0.432,0.403,0.208,0.353,0.329,0.226,0.277,0.304,0.182
ἐπίσιον,pubic region,civic_community,0.341,0.247,0.3,0.231,0.253,0.276,0.259,0.278,0.277,0.253,0.246,0.341
ἐπίσιστον,a cry to urge on dogs,erotic_pederasty,0.401,0.264,0.244,0.327,0.289,0.202,0.401,0.257,0.26,0.303,0.25,0.278
ἐπισῑτ-ίζομαι,furnish oneself with food; provender; provide oneself with; store oneself,friendship_affection,0.354,0.228,0.245,0.354,0.202,0.255,0.3,0.242,0.144,0.313,0.208,0.194
ἐπισῑτ-ικός,provision of food,hospitality_xenia,0.402,0.245,0.262,0.169,0.127,0.402,0.271,0.254,0.199,0.263,0.204,0.25
ἐπισῑτ-ιος,working for his victuals; alone; provision-money,servitude_slavery,0.438,0.275,0.325,0.251,0.242,0.261,0.226,0.319,0.287,0.438,0.217,0.238
ἐπισῑτ-ισμός,"furnishing oneself with provisions, foraging; stock; store of provisions",friendship_affection,0.34,0.221,0.289,0.34,0.165,0.29,0.275,0.252,0.251,0.315,0.268,0.24
ἐπισῐωπάω,cease speaking at,erotic_pederasty,0.318,0.262,0.249,0.244,0.298,0.287,0.318,0.254,0.273,0.221,0.245,0.21
ἐπισκάζω,limp upon,hostility_enmity,0.386,0.373,0.254,0.338,0.386,0.288,0.28,0.309,0.337,0.272,0.248,0.274
ἐπισκαίρω,"leap, bound; leap at; on",military_rank,0.281,0.228,0.193,0.251,0.251,0.248,0.196,0.275,0.281,0.26,0.204,0.274
ἐπισκαλμίς,the part of the rowlock on which the; oar rests,marriage,0.304,0.214,0.304,0.135,0.131,0.192,0.193,0.225,0.232,0.199,0.145,0.244
ἐπισκάπτω,dig superficially; harrow; in,kinship_family,0.339,0.339,0.219,0.224,0.328,0.258,0.295,0.321,0.265,0.326,0.299,0.21
ἐπισκαρδᾰμύσσω,wink at,erotic_pederasty,0.453,0.395,0.42,0.412,0.35,0.292,0.453,0.319,0.278,0.258,0.291,0.28
ἐπισκᾰφ-εῖον,"mattock, hoe",servitude_slavery,0.351,0.235,0.294,0.216,0.229,0.225,0.314,0.27,0.276,0.351,0.216,0.279
ἐπισκᾰφ-εύς,one; who harrows in the seed,kinship_family,0.374,0.374,0.238,0.272,0.352,0.15,0.31,0.272,0.283,0.349,0.283,0.186
ἐπισκεδάννῡμι,scatter; sprinkle over; to be sprinkled over,messenger_herald_envoy,0.233,0.178,0.137,0.14,0.199,0.23,0.178,0.22,0.211,0.194,0.233,0.192
ἐπισκέλῐσις,first spring; bound,kinship_family,0.306,0.306,0.161,0.269,0.215,0.197,0.174,0.279,0.306,0.292,0.189,0.204
ἐπισκέλλω,dry up,erotic_pederasty,0.423,0.347,0.356,0.328,0.272,0.252,0.423,0.332,0.268,0.239,0.253,0.244
ἐπισκεπ-άζω,cover over; put over,rank_kingship_rule,0.502,0.179,0.177,0.215,0.223,0.219,0.278,0.502,0.246,0.279,0.212,0.186
ἐπισκεπ-ής,"covered over, sheltered",hospitality_xenia,0.4,0.23,0.204,0.236,0.213,0.4,0.276,0.293,0.259,0.215,0.191,0.213
ἐπισκεπτ-έος,to be considered; examined; one must consider,rank_kingship_rule,0.431,0.217,0.154,0.151,0.179,0.213,0.166,0.431,0.246,0.24,0.127,0.229
ἐπισκέπτ-ης,inspector; one who; inquires into; salutigerulus,military_rank,0.446,0.282,0.301,0.322,0.264,0.329,0.293,0.368,0.446,0.375,0.29,0.365
ἐπισκεπτ-ικός,fit for examining,hostility_enmity,0.274,0.191,0.168,0.218,0.274,0.172,0.246,0.271,0.22,0.273,0.185,0.217
ἐπισκέπτ-ομαι,pass in review; number,rank_kingship_rule,0.327,0.161,0.102,0.127,0.161,0.218,0.082,0.327,0.188,0.15,0.218,0.197
ἐπίσκεπτ-ος,considered,rank_kingship_rule,0.471,0.353,0.319,0.333,0.364,0.314,0.332,0.471,0.321,0.357,0.301,0.349
ἐπισκευ-άζω,"get ready; refit; saddle; equip; have; refitted; packed, pack; pack; provide oneself with necessaries; make afresh, repair, restore; reconstruct",civic_community,0.39,0.21,0.186,0.196,0.21,0.253,0.205,0.235,0.311,0.252,0.229,0.39
ἐπισκευ-άσιμος,needing repair,civic_community,0.364,0.253,0.248,0.221,0.303,0.26,0.231,0.248,0.235,0.261,0.297,0.364
ἐπισκευ-αστής,one who equips; repairs,servitude_slavery,0.443,0.312,0.376,0.286,0.273,0.263,0.234,0.336,0.379,0.443,0.316,0.332
ἐπισκευ-αστικός,preparatory; artificial,kinship_family,0.352,0.352,0.25,0.23,0.211,0.251,0.275,0.267,0.257,0.296,0.284,0.303
ἐπισκευ-αστός,"repaired, restored",hostility_enmity,0.449,0.238,0.271,0.269,0.449,0.264,0.34,0.247,0.236,0.245,0.306,0.34
ἐπισκευ-ή,"repair, restoration; means of repairing; materials for; repair; equipment, stores",friendship_affection,0.298,0.155,0.106,0.298,0.249,0.226,0.263,0.216,0.199,0.27,0.171,0.29
ἐπίσκεψις,"inspection, visitation; from the observerʼs; point of view; visiting; investigation; inquiry; numbering, census",hospitality_xenia,0.401,0.309,0.247,0.248,0.182,0.401,0.175,0.328,0.253,0.294,0.333,0.334
ἐπισκήν-ιος,"stagy, theatrical; the upper story of the",rank_kingship_rule,0.346,0.25,0.203,0.163,0.246,0.322,0.309,0.346,0.221,0.269,0.242,0.266
ἐπίσκην-ος,"at; before the tent; public; the soldiers quartered; on the stage; external, adventitious",military_rank,0.385,0.164,0.194,0.162,0.204,0.352,0.178,0.208,0.385,0.216,0.218,0.273
ἐπισκην-όω,to be quartered in; dwell upon,hospitality_xenia,0.34,0.265,0.195,0.262,0.327,0.34,0.281,0.284,0.252,0.266,0.219,0.225
ἐπισκήπτω,"make to lean upon; made; fall upon; impose; upon; came to; lay it upon; command; conjure; resting; on; calling; to witness; denounce; replied by an; wast denounced, accused; blame",hostility_enmity,0.324,0.212,0.196,0.193,0.324,0.27,0.182,0.267,0.247,0.233,0.279,0.317
ἐπίσκηψις,injunction; denunciation,hostility_enmity,0.477,0.275,0.25,0.247,0.477,0.255,0.255,0.356,0.321,0.262,0.313,0.221
ἐπισκῐ-άζω,"throw a shade upon, overshadow; to ward off; conceal, obscure; keeping a hidden; darken, obscure; overshadow; to be weak-sighted",hostility_enmity,0.275,0.202,0.127,0.21,0.275,0.2,0.174,0.231,0.192,0.247,0.222,0.186
ἐπισκῐ-ασμα,shadow; thrown in eclipses,hostility_enmity,0.285,0.154,0.124,0.142,0.285,0.197,0.228,0.16,0.105,0.191,0.134,0.175
ἐπισκῐ-ασμός,"shading, covering; weak sight",messenger_herald_envoy,0.25,0.149,0.154,0.17,0.205,0.184,0.196,0.227,0.194,0.197,0.25,0.1
ἐπίσκῐ-ος,"shaded, dark; a retired; vita umbratilis; shading",rank_kingship_rule,0.345,0.302,0.219,0.27,0.22,0.246,0.258,0.345,0.25,0.305,0.269,0.274
ἐπισκιρρόομαι,become coagulated; de herb.,military_rank,0.257,0.167,0.192,0.214,0.205,0.253,0.155,0.189,0.257,0.253,0.168,0.215
ἐπισκιρτ-άω,leap upon,servitude_slavery,0.382,0.294,0.241,0.303,0.339,0.266,0.331,0.319,0.299,0.382,0.213,0.32
ἐπισκίρτ-ημα,"spring, bound",military_rank,0.367,0.28,0.197,0.295,0.288,0.235,0.22,0.324,0.367,0.336,0.228,0.244
ἐπίσκληρος,somewhat hard,hostility_enmity,0.296,0.251,0.216,0.256,0.296,0.222,0.282,0.286,0.265,0.28,0.167,0.248
ἐπισκληρύνομαι,become somewhat hard,rank_kingship_rule,0.316,0.252,0.256,0.242,0.267,0.202,0.292,0.316,0.245,0.217,0.157,0.233
ἐπισκοπ-εία,inspection,servitude_slavery,0.381,0.218,0.2,0.263,0.288,0.255,0.218,0.319,0.357,0.381,0.262,0.323
ἐπισκοπ-έω,"look upon; at, inspect, observe; regard; observed; take care; visit; visited; inspect, review; consider, reflect, meditate; examine with oneself; meditate; exercise the office of",servitude_slavery,0.327,0.206,0.234,0.243,0.18,0.28,0.193,0.257,0.214,0.327,0.322,0.247
ἐπισκοπ-ή,"watching over, visitation; office of; office",kinship_family,0.402,0.402,0.371,0.249,0.216,0.37,0.262,0.365,0.276,0.285,0.293,0.266
ἐπισκόπ-ησις,inspection; examination,servitude_slavery,0.387,0.194,0.197,0.18,0.26,0.255,0.199,0.309,0.337,0.387,0.238,0.316
ἐπισκοπ-ητέον,one must consider,rank_kingship_rule,0.392,0.244,0.245,0.248,0.2,0.225,0.229,0.392,0.272,0.246,0.217,0.248
ἐπισκοπ-ικός,episcopal,rank_kingship_rule,0.432,0.385,0.417,0.335,0.309,0.33,0.342,0.432,0.272,0.324,0.341,0.3
ἐπίσκοπ-ος,"one who watches over, overseer, guardian; watchers; over; tutor; guardian; scout, watch; one set to watch; supervisor, inspector; municipal; officials; ecclesiastical superintendent",servitude_slavery,0.437,0.33,0.276,0.264,0.221,0.187,0.233,0.395,0.346,0.437,0.361,0.272
ἐπίσκοπ-ος,"hitting the mark, successful; reaching, touching; having regard to; successfully, with; good aim",servitude_slavery,0.297,0.168,0.175,0.26,0.217,0.185,0.236,0.213,0.209,0.297,0.224,0.205
ἐπισκορπίζω,scatter over,rank_kingship_rule,0.325,0.221,0.179,0.236,0.315,0.248,0.261,0.325,0.289,0.209,0.312,0.24
ἐπισκοτ-έω,throw a shadow over; to be in the way; Alterlümervon Hierapolis; form a roof; throw darkness; obscurity over; to be in the dark; in uncertainty; to be obscured; to be blinded,rank_kingship_rule,0.296,0.163,0.155,0.163,0.283,0.288,0.296,0.296,0.196,0.204,0.213,0.176
ἐπισκότ-ησις,"darkening, obscurity",erotic_pederasty,0.362,0.173,0.162,0.232,0.323,0.233,0.362,0.251,0.212,0.225,0.267,0.198
ἐπισκοτ-ίζω,to be overshadowed,hostility_enmity,0.443,0.279,0.235,0.294,0.443,0.351,0.39,0.396,0.306,0.418,0.247,0.273
ἐπίσκοτ-ος,"in the dark, darkened",hostility_enmity,0.32,0.24,0.285,0.296,0.32,0.299,0.312,0.284,0.259,0.306,0.255,0.238
ἐπισκύζομαι,to be indignant at,hostility_enmity,0.455,0.25,0.237,0.322,0.455,0.241,0.276,0.255,0.242,0.283,0.205,0.286
ἐπισκῠθίζω,pour out drink in Scythian fashion,hospitality_xenia,0.319,0.174,0.274,0.209,0.22,0.319,0.219,0.287,0.256,0.256,0.192,0.252
ἐπισκυθρωπάζω,look gloomy; stern,hostility_enmity,0.35,0.333,0.216,0.273,0.35,0.241,0.258,0.221,0.24,0.199,0.298,0.238
ἐπισκύλλω,after being; distressed,erotic_pederasty,0.405,0.365,0.384,0.384,0.345,0.222,0.405,0.242,0.24,0.269,0.207,0.325
ἐπισκύνιον,"skin of the brows; superciliousness; austerity, gravity of deportment.; supercilious",hostility_enmity,0.381,0.265,0.223,0.273,0.381,0.308,0.248,0.337,0.209,0.298,0.248,0.314
ἐπισκῠφισμός,operation,messenger_herald_envoy,0.524,0.352,0.312,0.287,0.357,0.29,0.338,0.362,0.491,0.4,0.524,0.483
ἐπί-σκωμμα,jest; term; of derision,hostility_enmity,0.42,0.237,0.227,0.228,0.42,0.202,0.202,0.226,0.198,0.218,0.177,0.217
ἐπι-σκώπτης,mocker,marriage,0.358,0.299,0.358,0.271,0.281,0.335,0.248,0.306,0.355,0.317,0.244,0.296
ἐπι-σκώπτω,"laugh at, make fun of; cast in oneʼs teeth; jest, make; fun",hospitality_xenia,0.42,0.21,0.232,0.203,0.264,0.42,0.175,0.215,0.203,0.242,0.216,0.255
ἐπί-σκωψις,"mocking, raillery",hostility_enmity,0.333,0.239,0.248,0.227,0.333,0.331,0.261,0.266,0.291,0.312,0.198,0.3
ἐπισμᾰρᾰγέω,rattle; echo again,messenger_herald_envoy,0.325,0.25,0.2,0.219,0.3,0.255,0.218,0.244,0.321,0.224,0.325,0.181
ἐπισμάω,"rub, smear; over",erotic_pederasty,0.378,0.261,0.243,0.333,0.283,0.232,0.378,0.37,0.239,0.312,0.344,0.265
ἐπισμῠγερός,"gloomy, sad; sadly; at his peril, to his misfortune",hostility_enmity,0.424,0.265,0.205,0.252,0.424,0.264,0.24,0.257,0.16,0.226,0.172,0.21
ἐπισμύχομαι,to become more and more inflamed,hostility_enmity,0.334,0.201,0.218,0.23,0.334,0.321,0.306,0.208,0.228,0.194,0.22,0.169
ἐπισοβέω,urge on; push on; send whizzing at; glory in,servitude_slavery,0.369,0.219,0.259,0.299,0.242,0.224,0.343,0.249,0.324,0.369,0.35,0.238
ἐπίσογκος,of equal bulk,military_rank,0.287,0.181,0.174,0.265,0.254,0.217,0.211,0.222,0.287,0.254,0.197,0.261
ἐπισοφίζομαι,devise in addition,erotic_pederasty,0.336,0.265,0.234,0.308,0.331,0.269,0.336,0.335,0.289,0.256,0.216,0.275
ἐπισπάδην,at one draught,hospitality_xenia,0.385,0.269,0.266,0.266,0.242,0.385,0.238,0.283,0.365,0.34,0.235,0.309
ἐπισπαίρω,"pant, struggle",rank_kingship_rule,0.385,0.316,0.299,0.263,0.354,0.27,0.284,0.385,0.251,0.298,0.243,0.255
ἐπί-σπᾰσις,drawing in,messenger_herald_envoy,0.475,0.257,0.252,0.263,0.252,0.293,0.225,0.286,0.303,0.298,0.475,0.285
ἐπι-σπασμός,rapid respiration; trailing; inducement; hint; traction; suction,servitude_slavery,0.273,0.196,0.113,0.15,0.155,0.168,0.24,0.22,0.152,0.273,0.214,0.208
ἐπι-σπαστήρ,latch; handle by which; a door is pulled to; line,messenger_herald_envoy,0.348,0.234,0.211,0.209,0.179,0.199,0.2,0.248,0.169,0.259,0.348,0.248
ἐπι-σπαστικός,"drawing to oneself, drawing in; attractive",erotic_pederasty,0.358,0.213,0.215,0.301,0.294,0.259,0.358,0.271,0.195,0.329,0.356,0.205
