lemma,urn,category,method,pos_score,neg_score,margin,entry_len,gloss
οἰκοδεσποτ-έω,urn:cite2:hmt:lsj.chicago_md:n72315,kinship_family,seed+embed,0.558,0.302,0.256,282,to be master of a house; head of a family; predominate
πάππας,urn:cite2:hmt:lsj.chicago_md:n77734,kinship_family,seed+embed,0.558,0.25,0.308,440,papa; father
πᾰτήρ,urn:cite2:hmt:lsj.chicago_md:n80011,kinship_family,seed+embed,0.558,0.317,0.241,2181,"pitṛṣu; father; grandfather; by the fatherʼs side; father, author; authors; pater patriae; forefathers; from our fathers’ time; parents; parentnation; pitár; pater"
πατρι-άρχης,urn:cite2:hmt:lsj.chicago_md:n80035,kinship_family,seed+embed,0.558,0.341,0.217,372,"father; chief of a race, patriarch; title borne by the Bishops; of; belonging to him"
πολυ-τεκνία,urn:cite2:hmt:lsj.chicago_md:n85415,kinship_family,embed,0.558,0.336,0.222,87,abundance of children
τοκ-εών,urn:cite2:hmt:lsj.chicago_md:n104211,kinship_family,seed+embed,0.558,0.196,0.362,118,parent
φῠτ-εύω,urn:cite2:hmt:lsj.chicago_md:n112755,kinship_family,seed+embed,0.558,0.643,-0.085,2714,"of the thing planted, plant; plant for oneself; beget, engender; father; parents; to be begotten, spring; produce, bring about, cause; implant in; set up; of the ground planted, plant with fruit-trees"
φῠτ-ωρ,urn:cite2:hmt:lsj.chicago_md:n112792,kinship_family,seed+embed,0.558,0.25,0.308,116,father
ἐκποί-ησις,urn:cite2:hmt:lsj.chicago_md:n32707,kinship_family,embed,0.557,0.375,0.182,249,"putting forth: emissio seminis; giving out a child in adoption; completion, erection; alienation"
συνδι-ᾰγωγή,urn:cite2:hmt:lsj.chicago_md:n99665,kinship_family,embed,0.557,0.316,0.241,93,"living together, association"
ἐγγᾰμ-έω,urn:cite2:hmt:lsj.chicago_md:n29938,kinship_family,seed+embed,0.556,0.189,0.367,59,marry into a family
καλλῐτεκν-ία,urn:cite2:hmt:lsj.chicago_md:n52741,kinship_family,embed,0.555,0.38,0.175,99,possession of beautiful children
μητρ-άδελφος,urn:cite2:hmt:lsj.chicago_md:n67559,kinship_family,seed+embed,0.555,0.213,0.342,151,"motherʼs brother; sister, uncle; aunt"
ἀτεκν-ία,urn:cite2:hmt:lsj.chicago_md:n16994,kinship_family,embed,0.554,0.302,0.252,118,"childlessness, barrenness"
παιδ-ιακός,urn:cite2:hmt:lsj.chicago_md:n76590,kinship_family,embed,0.554,0.236,0.318,83,of children
ἄτεκν-ος,urn:cite2:hmt:lsj.chicago_md:n16995,kinship_family,seed+embed,0.553,0.294,0.259,401,"without children, childless, barren"
γένν-ᾰ,urn:cite2:hmt:lsj.chicago_md:n21895,kinship_family,seed+embed,0.553,0.483,0.069,894,"descent, birth, origin; origin; production; offspring, son; generation; race, family; creation, creature; Creative Force; coming forth"
διαδοχ-ή,urn:cite2:hmt:lsj.chicago_md:n24727,kinship_family,embed,0.553,0.358,0.195,1304,"taking over from; succession; successions; reliefs; by successive attacks; pedigrees; turns; relief, relay; the succession; successors; school; the Successions; successive heads"
θεία,urn:cite2:hmt:lsj.chicago_md:n48021,kinship_family,seed+embed,0.553,0.165,0.388,166,"oneʼs fatherʼs; motherʼs sister, aunt"
προπένθερος,urn:cite2:hmt:lsj.chicago_md:n88276,kinship_family,seed+embed,0.553,0.153,0.4,80,oneʼs father-in-lawʼs father
τηθίς,urn:cite2:hmt:lsj.chicago_md:n103772,kinship_family,seed+embed,0.553,0.232,0.321,813,"fatherʼs; motherʼs sister, aunt; nutricem; grandmothers; great-aunts"
ἀγχιστ-εύς,urn:cite2:hmt:lsj.chicago_md:n1044,kinship_family,seed+embed,0.551,0.273,0.278,213,next of kin; heir-at-law
κᾰκο-τεκνία,urn:cite2:hmt:lsj.chicago_md:n52373,kinship_family,embed,0.551,0.368,0.183,67,having bad children
κοινο-μήτωρ,urn:cite2:hmt:lsj.chicago_md:n58418,kinship_family,seed+embed,0.55,0.193,0.357,81,having a common mother
φῐλο-κηδεμών,urn:cite2:hmt:lsj.chicago_md:n111221,kinship_family,embed,0.55,0.399,0.151,79,fond of oneʼs relatives
δίς,urn:cite2:hmt:lsj.chicago_md:n27438,kinship_family,seed+embed,0.549,0.209,0.341,823,"twice, doubly; twice; twice over; son and grandson; dvis; bis."
κτηματ-ικός,urn:cite2:hmt:lsj.chicago_md:n60342,kinship_family,embed,0.549,0.556,-0.007,271,"possessed of wealth, opulent; possessores; belonging to an estate; farm"
πατρ-ᾰδέλφεια,urn:cite2:hmt:lsj.chicago_md:n80024,kinship_family,seed+embed,0.549,0.22,0.329,80,cousin by the fatherʼs side
ἐνδοιΐτιναι,urn:cite2:hmt:lsj.chicago_md:n35255,kinship_family,embed,0.548,0.21,0.338,157,those who can trace citizen-ancestry through seven generations
νοθ-εῖος,urn:cite2:hmt:lsj.chicago_md:n70925,kinship_family,embed,0.548,0.386,0.162,157,of; belonging to a; inheritance of a
δῐ-τόκος,urn:cite2:hmt:lsj.chicago_md:n27531,kinship_family,embed,0.547,0.235,0.312,165,having borne two at a birth; having borne two children
ἐμβᾰτ-εύω,urn:cite2:hmt:lsj.chicago_md:n33974,kinship_family,embed,0.547,0.273,0.274,906,"step in; on, frequent, haunt; set foot upon; enter; enter on, come into possession of; enter on possession of; enter on an inheritance; mount, cover; to be initiated"
παιδοτροφ-ία,urn:cite2:hmt:lsj.chicago_md:n76659,kinship_family,embed,0.546,0.261,0.286,182,rearing of children.
ἐξελευθερ-ικός,urn:cite2:hmt:lsj.chicago_md:n37098,kinship_family,seed+embed,0.545,0.324,0.221,323,of the class of freeamen; their offspring; concerning freedmen; of the freedmen; presented by freedmen
εὔπωλος,urn:cite2:hmt:lsj.chicago_md:n44911,kinship_family,seed+embed,0.545,0.324,0.221,209,abounding in foals; horses; their offspring
ἡμι-κλήριον,urn:cite2:hmt:lsj.chicago_md:n47122,kinship_family,embed,0.545,0.244,0.3,222,half the inheritance; half a
οἰκεί-ωμα,urn:cite2:hmt:lsj.chicago_md:n72261,kinship_family,seed+embed,0.545,0.311,0.234,214,"private; family affairs; affinity; special feature, advantage"
γενεᾱλογ-έω,urn:cite2:hmt:lsj.chicago_md:n21831,kinship_family,embed,0.544,0.198,0.347,541,trace a pedigree; draw out; the genealogy was reckoned
συνορφᾰνιστής,urn:cite2:hmt:lsj.chicago_md:n100896,kinship_family,embed,0.544,0.274,0.27,104,fellow guardian of orphans
ἐγγεν-ής,urn:cite2:hmt:lsj.chicago_md:n29960,kinship_family,seed+embed,0.542,0.334,0.207,668,"native; of the race; country; born of the same race, kindred; with a kinsman; like kinsmen; inborn, innate; ʼtis in their race; in the family; ingenuus"
θετός,urn:cite2:hmt:lsj.chicago_md:n48562,kinship_family,seed+embed,0.541,0.235,0.306,451,"placed, set; having position; taken as oneʼs child, adopted; adopted son; adopted daughter; adoptive"
μαμμο-πάτωρ,urn:cite2:hmt:lsj.chicago_md:n64889,kinship_family,seed+embed,0.541,0.216,0.325,78,maternal grandfather
προμήτωρ,urn:cite2:hmt:lsj.chicago_md:n88031,kinship_family,seed+embed,0.541,0.216,0.325,262,first mother; maternal grandfather
ἀνδρ-άδελφος,urn:cite2:hmt:lsj.chicago_md:n7882,kinship_family,seed+embed,0.54,0.133,0.407,126,"husbandʼs brother, brother-in-law; husbandʼs sister"
αὐτό-παις,urn:cite2:hmt:lsj.chicago_md:n17852,kinship_family,embed,0.54,0.294,0.247,157,the own child; a mere child
δᾱήρ,urn:cite2:hmt:lsj.chicago_md:n23192,kinship_family,seed+embed,0.54,0.232,0.309,323,"Aus Lydien; husbandʼs brother, brother-in-law; devár-; dieveȓs; dèverǐ; lēvir."
ἑκῠρ-εύω,urn:cite2:hmt:lsj.chicago_md:n33132,kinship_family,seed+embed,0.54,0.231,0.309,82,to be a father-in-law
ὀλῐγο-παιδία,urn:cite2:hmt:lsj.chicago_md:n73046,kinship_family,embed,0.54,0.188,0.352,71,fewness of children
παιδο-σπόρος,urn:cite2:hmt:lsj.chicago_md:n76650,kinship_family,embed,0.539,0.301,0.237,63,begetting children
ῥίζ-α,urn:cite2:hmt:lsj.chicago_md:n92406,kinship_family,seed+embed,0.539,0.448,0.091,2037,"root; roots; roots of the eye; streaks; foundations; that from which anything springs as from a root; foundation; original; stock; race, family; sect, party; base, foundation; base; waúrts; radix."
τεκνο-σπόρος,urn:cite2:hmt:lsj.chicago_md:n102880,kinship_family,embed,0.539,0.301,0.237,89,begetting children
παιδο-σπορέω,urn:cite2:hmt:lsj.chicago_md:n76649,kinship_family,embed,0.538,0.287,0.251,68,beget children
ἐχε-πάμων,urn:cite2:hmt:lsj.chicago_md:n45895,kinship_family,seed+embed,0.536,0.311,0.224,124,holding property; heir; representative
ὀψί-τεκνος,urn:cite2:hmt:lsj.chicago_md:n76339,kinship_family,seed+embed,0.535,0.179,0.356,54,late descendant
σπάργᾰν-ον,urn:cite2:hmt:lsj.chicago_md:n95751,kinship_family,seed+embed,0.535,0.304,0.231,760,"band for swathing infants; swaddling-clothes; ab incunabulis; origin; objects left with an exposed child, the marks by which a personʼs true birth and family are identified; crepundia, monumenta"
ἀμφιπάτορες,urn:cite2:hmt:lsj.chicago_md:n5980,kinship_family,embed,0.534,0.257,0.277,127,brothers; sisters by different fathers
καλλι-γένεθλος,urn:cite2:hmt:lsj.chicago_md:n52626,kinship_family,seed+embed,0.534,0.28,0.254,160,beautifully formed; deherb.; having a fair offspring
πατρο-παράδοτος,urn:cite2:hmt:lsj.chicago_md:n80074,kinship_family,embed,0.534,0.17,0.364,278,"handed down from oneʼs fathers, inherited"
τρι-πάτωρ,urn:cite2:hmt:lsj.chicago_md:n105117,kinship_family,embed,0.534,0.202,0.331,203,having three fathers
λειπώδῑν,urn:cite2:hmt:lsj.chicago_md:n62275,kinship_family,embed,0.533,0.183,0.35,59,past bearing children
ἀναλογ-ία,urn:cite2:hmt:lsj.chicago_md:n6926,kinship_family,embed,0.532,0.409,0.123,880,"mathematical proportion; comparing the ratios; out of proportion; proportion; analogy; grammatical analogy; relation; in relation with; correspondence, resemblance"
λόγος,urn:cite2:hmt:lsj.chicago_md:n63772,kinship_family,embed,0.532,0.594,-0.061,34735,"computation, reckoning; account; accounts; audit; public accounts; treasury; treasurer; fiscus; aerarium; account, reckoning; all; accounting; way; measure, tale; point; tale; measure; sum, total; patrimonii modus; esteem, consideration, value; worth; account, repute; esteemed; rationem habere alicujus; value; reputation; regard; reckoned, count; reckoned; relation, correspondence, proportion; relation; ratio; like fashion; in fashion; analogously; similarly; reasoning; related; ratio, proportion; ratios; analogically; proportionally; proportion; uniformly; analogy, rule; rule; explanation; plea, pretext, ground; ground; purpose; reason; cause; account?; plea, case; case; case, ground of action; statement of a theory, argument; discourse; arguable; reasonable; explained; teaching; arguments; theory; argument; quibble, argument; proposition; rule, principle, law; principles; principle; plan; law, rule; conscience; precept; thesis, hypothesis; thesis; hypothesis; reason, ground; grounds; proof; formula; definition; term; function; reason, law; by law; law; order; forces; in R.; debate; thinking, reasoning; reflection; reflection, deliberation; idea; thought; mentally; analogy; whim; see fit; process of thought; theory, abstract reasoning; discursive reasoning; unexpectedly; Reason; creative reason; continuous statement, narrative; oration; fable; legend; rhapsodies; tale, story; tidings; story; histories; a historical work; section; history; speech; body of a speech; body of a law; spoken; word; speeches; verbal expression; utterance; phrase; talk; tales; words; talking; expression, phrase; rigmarole; message; concisely; pretence; let us say, for instance; let us suppose; verbo tenus; common talk, report, tradition; hearsay; traditions; rumour; fiction; mention, notice, description; mentioning; expression; description; repute; good report, praise, honour; fame, story; evil report; slanders; tradition; credit; discussion, debate, deliberation; discussions; discussion; confer; parley; right of discussion; leave to speak; time allowed for a speech; dialogue; section, division; branch, department, division; literature, letters; treatises; a particular utterance, saying; divine utterance, oracle; proverb, maxim, saying; assertion; express resolution; consent; terms; proposal; terms, conditions; word of command, behest; Commandments; thing spoken of, subject-matter; matter; secret; subject, question; matter for talk; plot; subject; thing talked of, event; expression, utterance, speech; intelligent utterance; eloquence; language; manner of utterance; orations; prose; phrase, complex term; sentence, complete statement; sentence; Word; Wisdom"
ὀλῐγ-άδελφος,urn:cite2:hmt:lsj.chicago_md:n72959,kinship_family,embed,0.532,0.235,0.298,70,having few brothers
πάτρηθε,urn:cite2:hmt:lsj.chicago_md:n80032,kinship_family,seed+embed,0.532,0.36,0.172,160,from oneʼs native land; from a family; clan
πατρο-ποίητος,urn:cite2:hmt:lsj.chicago_md:n80076,kinship_family,seed+embed,0.532,0.097,0.435,151,adopted as a father
συννέμησις,urn:cite2:hmt:lsj.chicago_md:n100715,kinship_family,embed,0.532,0.225,0.307,70,relation
φᾰμῐλ-ία,urn:cite2:hmt:lsj.chicago_md:n110224,kinship_family,embed,0.532,0.231,0.301,170,familia
διάδοχ-ος,urn:cite2:hmt:lsj.chicago_md:n24729,kinship_family,embed,0.531,0.374,0.158,1491,"succeeding; in; successor in; relieving; from; succeeding to; successor; bringing a succession; after; in relays; gangs; in turn; Successors; substitute, deputy; head of a school of philosophers; gem"
λῆξις,urn:cite2:hmt:lsj.chicago_md:n62945,kinship_family,embed,0.531,0.432,0.099,1323,"determination; appointment by lot; portion assigned by lot, allotment; section; fortunes; in de An.; assigned sphere; world; part of the empire; sphere; province; dwelling-place; written complaint lodged with the Archon, as the first step in private actions; public actions; an application to the Archon; to be put in legal possession of an inheritance"
πατρο-μήτωρ,urn:cite2:hmt:lsj.chicago_md:n80067,kinship_family,seed+embed,0.531,0.181,0.35,106,motherʼs father; grandmother
πατρονομ-ικός,urn:cite2:hmt:lsj.chicago_md:n80071,kinship_family,seed+embed,0.531,0.41,0.121,145,pertaining to fatherly rule; the rule; nurture of a father
ἀκολουθ-ία,urn:cite2:hmt:lsj.chicago_md:n3293,kinship_family,embed,0.53,0.419,0.111,1016,"following, attendance; filling up; sequence, succession; succession; regular succession; natural sequence; sequence; orderly sequence; agreement; analogy; retinue, train; conformity with; in conformity with; consistency, coherence; obedience; consequence"
ἄμειψις,urn:cite2:hmt:lsj.chicago_md:n5120,kinship_family,embed,0.53,0.282,0.248,334,"exchange, interchange; succession; change; requiting, repaying; repartee"
ἔκδεξις,urn:cite2:hmt:lsj.chicago_md:n31842,kinship_family,embed,0.53,0.282,0.248,64,succession
κοινό-τοκος,urn:cite2:hmt:lsj.chicago_md:n58434,kinship_family,seed+embed,0.53,0.242,0.288,153,of; from common parents; in one born of the same parents; a brother
μετά-ληψις,urn:cite2:hmt:lsj.chicago_md:n66753,kinship_family,embed,0.53,0.38,0.15,1597,"participation; partaking; concurrence; is shared by; alternation; succession; taking; instead of; use of one word for another; transference; objection, counterplea; concurrence coupled with objection; substitution; change of construction; change in dialect; change of name; translation, rendering; reflex"
πρεσβ-εῖον,urn:cite2:hmt:lsj.chicago_md:n86283,kinship_family,embed,0.53,0.556,-0.026,741,"gift of honour; privilege of age; privilege; prerogatives; as a privilege; chief share; sovereignty; right of the eldest, his share of the inheritance; old age"
ὑπεισ-έλευσις,urn:cite2:hmt:lsj.chicago_md:n107048,kinship_family,embed,0.53,0.282,0.248,86,succession
γεροντ-ίας,urn:cite2:hmt:lsj.chicago_md:n21994,kinship_family,seed+embed,0.529,0.172,0.357,87,fatherʼs father
ἑπτα-μήτωρ,urn:cite2:hmt:lsj.chicago_md:n41979,kinship_family,seed+embed,0.529,0.197,0.332,76,mother of seven children
οἰκο-κρᾰτέομαι,urn:cite2:hmt:lsj.chicago_md:n72342,kinship_family,seed+embed,0.529,0.332,0.198,114,live under family rule; without civil bonds; laws
πατρο-πάτωρ,urn:cite2:hmt:lsj.chicago_md:n80075,kinship_family,seed+embed,0.529,0.172,0.357,196,fatherʼs father
σειρά,urn:cite2:hmt:lsj.chicago_md:n93549,kinship_family,embed,0.529,0.488,0.041,1072,"cord, rope; cord; trace; line with a noose, lasso; cimussatio; edge, border; tail; locks; line, lineage; series; a disease of horses; the front part of the perineum"
ὀρφᾰνοτροφ-εῖον,urn:cite2:hmt:lsj.chicago_md:n75448,kinship_family,embed,0.528,0.268,0.259,68,orphanage
παιδοποι-ητέον,urn:cite2:hmt:lsj.chicago_md:n76645,kinship_family,embed,0.528,0.276,0.251,73,one must beget children
σύννυμφος,urn:cite2:hmt:lsj.chicago_md:n100750,kinship_family,embed,0.528,0.151,0.377,146,husbandʼs brotherʼs wife; Zweiter Bericht
γαμβρά,urn:cite2:hmt:lsj.chicago_md:n21544,kinship_family,seed+embed,0.527,0.163,0.364,106,sister-in-law
οὐσι-ᾰκός,urn:cite2:hmt:lsj.chicago_md:n76031,kinship_family,embed,0.527,0.286,0.24,143,of; pertaining to an estate
πόθικες,urn:cite2:hmt:lsj.chicago_md:n84218,kinship_family,embed,0.527,0.198,0.328,114,"relatives, kinsmen"
ἀρτι-τρεφής,urn:cite2:hmt:lsj.chicago_md:n15708,kinship_family,embed,0.525,0.301,0.224,134,just nursed; of young children
μετέκ-γονοι,urn:cite2:hmt:lsj.chicago_md:n67081,kinship_family,embed,0.525,0.17,0.356,71,childrenʼs children
παιδο-φόνος,urn:cite2:hmt:lsj.chicago_md:n76673,kinship_family,seed+embed,0.525,0.32,0.204,287,killing children; the slayer of my children; of having killed a son; of slain children
ἄρ-οτος,urn:cite2:hmt:lsj.chicago_md:n15354,kinship_family,embed,0.524,0.332,0.192,937,"corn-field; crop; seed; tillage, ploughing; husbandry; ploughing; procreation of children; season of tillage, seed-time; season, year"
λοχ-εία,urn:cite2:hmt:lsj.chicago_md:n63974,kinship_family,embed,0.524,0.273,0.251,351,"child-birth, childbed; child-birth"
αἱρέω,urn:cite2:hmt:lsj.chicago_md:n2654,kinship_family,embed,0.523,0.422,0.101,6088,"take with the hand, grasp, seize; to take; having taken up; take away; take, get into oneʼs power; take; overpower, kill; come upon, seize; catch, take; take in hunting; overtake; get into oneʼs power, entrap; win over; catch, detect; win, gain; overcome; win; was won; get, obtain; convict; to convict; get a verdict for conviction; obtain a conviction against; get a conviction; won her cause; proves; persuades; seems good; due; grasp with the mind, understand; take for oneself; take oneʼs; obtain; take to oneself, choose; prefer; to be content; join; party; to adopt; choose by vote, elect; to be taken; to be chosen; elected; are chosen"
ἐκγένν-ημα,urn:cite2:hmt:lsj.chicago_md:n31800,kinship_family,seed+embed,0.523,0.15,0.373,98,"offspring, issue"
ἀτέκμων,urn:cite2:hmt:lsj.chicago_md:n16992,kinship_family,seed+embed,0.522,0.217,0.305,70,"childless, barren"
γενετ-ήρ,urn:cite2:hmt:lsj.chicago_md:n21876,kinship_family,embed,0.521,0.223,0.299,171,parents
γενν-άω,urn:cite2:hmt:lsj.chicago_md:n21902,kinship_family,embed,0.521,0.442,0.079,926,"beget; parents; sprung; bring forth, bear; produce from oneself, create; produce, grow, get; engender, produce; call; into existence; produce"
σπείρω,urn:cite2:hmt:lsj.chicago_md:n95836,kinship_family,embed,0.521,0.38,0.142,2776,"sow; engender, beget; parents; spring; be born; was begotten; scatter like seed, strew; scatter; sprinkle; spread abroad, extend; spread; do; speak of; indiscriminately; to be scattered; dispersed; scattered; the arable part of"
τίκ-τω,urn:cite2:hmt:lsj.chicago_md:n103942,kinship_family,seed+embed,0.521,0.321,0.201,4936,"bring into the world, engender; beget; bring forth.; parents; the father; the mother; mother; Aër.; bear young, breed; hatch; lay; spawn; bear, produce; generate, engender, produce"
τοκ-εύς,urn:cite2:hmt:lsj.chicago_md:n104210,kinship_family,seed+embed,0.521,0.301,0.22,718,"one who begets, father; begetter; parents"
τρί-παππος,urn:cite2:hmt:lsj.chicago_md:n105113,kinship_family,seed+embed,0.521,0.243,0.278,85,ancestor in the sixth generation; tritavus
χηρ-ωσταί,urn:cite2:hmt:lsj.chicago_md:n113936,kinship_family,embed,0.521,0.229,0.292,522,far-off kinsmen; one who acts as a guardian to widows and orphans; ā´ dā-; hērēd-; ĝhēro + ē-d-
ἐντεκν-όομαι,urn:cite2:hmt:lsj.chicago_md:n36186,kinship_family,embed,0.52,0.227,0.293,62,beget children in
ὀρφᾰν-ιστής,urn:cite2:hmt:lsj.chicago_md:n75442,kinship_family,embed,0.52,0.354,0.166,121,"tender of orphans, guardian"
φῐλο-θρέμμᾰτος,urn:cite2:hmt:lsj.chicago_md:n111179,kinship_family,seed+embed,0.52,0.318,0.202,101,loving foster-children
ἀρχαιό-γονος,urn:cite2:hmt:lsj.chicago_md:n15830,kinship_family,embed,0.519,0.268,0.251,181,"of ancient race, of old descent; original, primal"
Κελτο-λίγῠες,urn:cite2:hmt:lsj.chicago_md:n56525,kinship_family,embed,0.519,0.3,0.22,90,tribes of mixed Celtic and Ligurian descent
κληροῦχ-ος,urn:cite2:hmt:lsj.chicago_md:n57889,kinship_family,embed,0.519,0.313,0.206,812,"one who held an allotment of land; an allotment in a foreign country assigned him as a citizen; holder of land by military tenure; having; for her lot; one who distributed allotments; holder of an inheritance; land-owner, landlord; distributed in allotments"
παιδο-κόμος,urn:cite2:hmt:lsj.chicago_md:n76619,kinship_family,embed,0.519,0.383,0.137,66,cherishing children
πενθερ-ῐδεύς,urn:cite2:hmt:lsj.chicago_md:n80579,kinship_family,seed+embed,0.519,0.219,0.3,262,brother-in-law; Erster Bericht; Zweiter Bericht
εὐπαιδία,urn:cite2:hmt:lsj.chicago_md:n44668,kinship_family,embed,0.518,0.306,0.213,338,a goodly race of children; blest; children; jus trium liberorum
κλειδοῦχ-ος,urn:cite2:hmt:lsj.chicago_md:n57754,kinship_family,embed,0.518,0.332,0.186,777,holding the keys; having charge; custody of; priestess; tutelary goddess; protectress of; the keys of the order of nature
λεχ-ώϊος,urn:cite2:hmt:lsj.chicago_md:n62806,kinship_family,embed,0.518,0.332,0.186,252,of; belonging to childbed; made at the birth; the place where; bare her child
μητρο-γᾰμία,urn:cite2:hmt:lsj.chicago_md:n67572,kinship_family,seed+embed,0.518,0.124,0.394,76,incest with oneʼs mother
μητρο-μιξία,urn:cite2:hmt:lsj.chicago_md:n67588,kinship_family,seed+embed,0.518,0.124,0.394,70,incest with oneʼs mother
νέπους,urn:cite2:hmt:lsj.chicago_md:n70460,kinship_family,embed,0.518,0.515,0.003,671,children; the footless ones; web-footed; fish
τεκνο-σπορικός,urn:cite2:hmt:lsj.chicago_md:n102879,kinship_family,embed,0.518,0.316,0.202,98,favourable to the begetting of children
ὠδίς,urn:cite2:hmt:lsj.chicago_md:n116059,kinship_family,embed,0.518,0.498,0.021,1621,"pangs; throes of childbirth; birth; that which is born amid throes, child; children; travail, anguish; fruit of; travail; bonds; ḥēbel; ḥèbel"
ἀνά-θρεπτος,urn:cite2:hmt:lsj.chicago_md:n6564,kinship_family,seed+embed,0.517,0.23,0.286,85,foster-child; verna
κατά-σχεσις,urn:cite2:hmt:lsj.chicago_md:n55357,kinship_family,embed,0.517,0.291,0.226,242,"holding back, restraining, retention; possession; relation, attitude"
ὀβρῐμό-παις,urn:cite2:hmt:lsj.chicago_md:n71928,kinship_family,embed,0.517,0.336,0.181,85,having mighty children
τεκνό-θρεπτος,urn:cite2:hmt:lsj.chicago_md:n102864,kinship_family,seed+embed,0.517,0.23,0.286,65,foster-child
εὐτοκ-ία,urn:cite2:hmt:lsj.chicago_md:n45304,kinship_family,embed,0.516,0.294,0.223,236,easy delivery; children happily born; fertility
κτῆμα,urn:cite2:hmt:lsj.chicago_md:n60340,kinship_family,embed,0.516,0.608,-0.092,1411,"anything gotten, piece of property, possession; possessions; heirlooms; property; wealth; the wealthy; property in; chattels; personal; landed property; estate, farm, field; vineyard; materials"
ποι-ητός,urn:cite2:hmt:lsj.chicago_md:n84253,kinship_family,seed+embed,0.516,0.48,0.036,831,"made; well made; cultivated; self-inflicted; made into a son, adopted; adopted; factitious; made by oneself; invented, feigned; imitated"
εἰσαγγελ-ία,urn:cite2:hmt:lsj.chicago_md:n31241,kinship_family,embed,0.515,0.336,0.179,777,"information, news; public announcement; application; state prosecution, impeachment; a process; to punish; maltreatment of parents by children, of; by their husbands; of wards by their guardians; a procedure employed against unfair arbitrators"
ἐξᾰνέψιοι,urn:cite2:hmt:lsj.chicago_md:n36787,kinship_family,embed,0.515,0.257,0.258,338,children of; second cousins; Inscr.Mus. Alex.
κουρο-τόκος,urn:cite2:hmt:lsj.chicago_md:n59482,kinship_family,embed,0.515,0.208,0.307,72,bearing boy-children
παιδοποί-ησις,urn:cite2:hmt:lsj.chicago_md:n76644,kinship_family,embed,0.515,0.206,0.309,82,child-bearing
τεκνογον-ία,urn:cite2:hmt:lsj.chicago_md:n102859,kinship_family,embed,0.515,0.206,0.309,96,child-bearing
τεκνο-ποιός,urn:cite2:hmt:lsj.chicago_md:n102876,kinship_family,embed,0.515,0.259,0.256,224,child-bearing; child-begetting; legitimate
τέξις,urn:cite2:hmt:lsj.chicago_md:n103086,kinship_family,embed,0.515,0.206,0.309,67,child-bearing
γόνιμος,urn:cite2:hmt:lsj.chicago_md:n22643,kinship_family,embed,0.514,0.474,0.041,1389,"productive, fertile, fruitful; parentʼs; generative; of true genius; born in lawful wedlock; viable; favourable to generation"
φῐλότροφ-ος,urn:cite2:hmt:lsj.chicago_md:n111556,kinship_family,seed+embed,0.514,0.444,0.07,254,"fond of rearing; nurture; fond of oneʼs foster-children; breeder of animals, fancier"
γενν-ημᾰτίζω,urn:cite2:hmt:lsj.chicago_md:n21905,kinship_family,seed+embed,0.513,0.201,0.312,64,produce offspring
πολῠ-ᾰδελφία,urn:cite2:hmt:lsj.chicago_md:n84578,kinship_family,embed,0.513,0.258,0.255,120,possession of many brothers
σπορ-ά,urn:cite2:hmt:lsj.chicago_md:n96061,kinship_family,seed+embed,0.512,0.372,0.14,970,"sowing; origin; origin, birth..; procreation; begetting; seed-time, sowing-time; seed-time; year; seed; field sown; ground sown; seed, offspring; young ones; race"
κατ-άγω,urn:cite2:hmt:lsj.chicago_md:n53838,kinship_family,embed,0.511,0.297,0.214,3557,"lead down; into the nether world; bring down; draw down; bring down to the sea-coast; launch; bring down from the high seas to land; put in to shore; draw; to land; bringing in; from the sea; come to land, land; turn in and lodge; out, spin; spinning-girl; reduce; bring home, gain; escort; derive; are traced down; to be descended; lower; bring down, lower; couch; wind up; current; bring back; brought back; recall; restore; return"
οἰκ-ίζω,urn:cite2:hmt:lsj.chicago_md:n72292,kinship_family,embed,0.511,0.356,0.156,1527,"found as a colony; new settlement; people; colonize; having colonized; we shall make ourselves a; home; settle, plant as a colonist; inhabitant; remove, transplant; brought; to; estate; settle as a colonist, fix oneʼs habitation"
παραγίγνομαι,urn:cite2:hmt:lsj.chicago_md:n77847,kinship_family,embed,0.511,0.401,0.11,1875,"to be beside, by; near; attended; at; was by; to be present at; come to oneʼs side, stand by, second; support; to be at hand, accrue; to be descended; to have a right to attend a sacrifice through descent; come to; arrive, come up; come to maturity; to be fully grown; have recourse to"
συνάδελφος,urn:cite2:hmt:lsj.chicago_md:n99056,kinship_family,seed+embed,0.511,0.46,0.051,163,one that has a brother; sister; member of an association
γ,urn:cite2:hmt:lsj.chicago_md:n21357,kinship_family,seed+embed,0.51,0.242,0.268,259,"three, third, thrice; B., son and grandson of B."
ὁμό-γαμβροι,urn:cite2:hmt:lsj.chicago_md:n73542,kinship_family,embed,0.51,0.203,0.307,71,sons-in-law of the same person
ὁπόστος,urn:cite2:hmt:lsj.chicago_md:n74624,kinship_family,embed,0.51,0.23,0.28,396,in what; which place in numerical order; what number; how many generations; the number of which he is one
παιδό-φῐλος,urn:cite2:hmt:lsj.chicago_md:n76670,kinship_family,embed,0.51,0.415,0.095,152,loving children
παραλήπ-τωρ,urn:cite2:hmt:lsj.chicago_md:n78322,kinship_family,embed,0.51,0.21,0.3,145,inheritor
ἀτεκν-έω,urn:cite2:hmt:lsj.chicago_md:n16993,kinship_family,embed,0.509,0.201,0.308,96,have no children
