lemma,urn,category,method,pos_score,neg_score,margin,entry_len,gloss
ἐπί-προικος,urn:cite2:hmt:lsj.chicago_md:n40639,marriage,seed,0.668,0.232,0.436,163,woman who inherits a charge upon a property as her dowry; dowered
πολύ-εδνος,urn:cite2:hmt:lsj.chicago_md:n84796,marriage,seed,0.668,0.391,0.277,65,with rich dowry
νύμφ-ευσις,urn:cite2:hmt:lsj.chicago_md:n71276,marriage,seed,0.663,0.331,0.332,64,"bridal, marriage"
γάμος,urn:cite2:hmt:lsj.chicago_md:n21578,marriage,seed,0.66,0.422,0.239,1648,"wedding; a wedding; marriage, wedlock; marriage; prostitution; rape; unlawful wedlock; a wife; ritual marriage; three; five; six; jāmís; geminus."
ἐκδίδωμι,urn:cite2:hmt:lsj.chicago_md:n31875,marriage,seed,0.66,0.456,0.205,3586,"give up; surrender; giving up; give up oneʼs; give out of oneʼs house; give; in marriage; having provided for; marriage; give in marriage; given in marriage; for adoption; put; out; farm out, let for hire; to let out; one who has contracted for; give in charge; bring out; lend out money; pay out; put out, publish; bring to the birth; return, yield, produce; hand over, deliver; betray; empty themselves, disembogue; run to; find an outlet; emerge"
εὔν-ημα,urn:cite2:hmt:lsj.chicago_md:n44536,marriage,seed,0.66,0.328,0.332,68,marriage
κῆδ-ος,urn:cite2:hmt:lsj.chicago_md:n57070,marriage,seed,0.66,0.408,0.253,1497,"care about; do; matter; anxiety, grief; troubles; funeral rites, mourning; mourning for; the funeral; funerals; object of care; connexion by marriage; marriage"
λέχος,urn:cite2:hmt:lsj.chicago_md:n62799,marriage,seed,0.66,0.339,0.321,1233,"couch, bed; bedstead; bier; marriage-bed; marriage; spouse; nest"
ὀπυστύς,urn:cite2:hmt:lsj.chicago_md:n74684,marriage,seed,0.66,0.328,0.332,69,marriage
συνέλευσις,urn:cite2:hmt:lsj.chicago_md:n100035,marriage,seed,0.66,0.398,0.262,674,"coming together, meeting; co-operation; co-operative community; sexual intercourse; marriage; coming together, combination, union; group; contraction; crasis; stronghold"
συνοικ-έσιον,urn:cite2:hmt:lsj.chicago_md:n100776,marriage,seed,0.66,0.328,0.332,225,marriage
συνοικ-έω,urn:cite2:hmt:lsj.chicago_md:n100778,marriage,seed,0.66,0.345,0.315,1774,"dwell; live together; live with; live together, form a community; live with in wedlock; live in wedlock; marriage; he dwells; being; versed; cling closely; share the same domicile; people; colonize jointly with; to be thickly peopled"
συνοίκ-ησις,urn:cite2:hmt:lsj.chicago_md:n100780,marriage,seed,0.66,0.328,0.332,316,"cohabitation; marriage; collections; settlement, community"
συνοικ-ῐσία,urn:cite2:hmt:lsj.chicago_md:n100788,marriage,seed,0.66,0.328,0.332,216,nuova serie; marriage
τελεί-ωσις,urn:cite2:hmt:lsj.chicago_md:n102939,marriage,seed,0.66,0.433,0.227,959,"development, completion; saturation; execution; by completing; attainment of manhood; marriage; accomplishment, fulfilment"
ἑδν-ωτή,urn:cite2:hmt:lsj.chicago_md:n30695,marriage,seed,0.654,0.237,0.417,54,bride betrothed for
ἐκγᾰμ-έομαι,urn:cite2:hmt:lsj.chicago_md:n31789,marriage,seed,0.64,0.376,0.265,69,to be given in marriage
φῠτάλμιος,urn:cite2:hmt:lsj.chicago_md:n112741,marriage,seed,0.639,0.403,0.236,693,"producing, nourishing, fostering; the marriage; productive power; by birth; bring; to life?; ad hoc."
γᾰμο-δαίσια,urn:cite2:hmt:lsj.chicago_md:n21573,marriage,seed,0.636,0.294,0.342,64,wedding
ὑμέναι-ος,urn:cite2:hmt:lsj.chicago_md:n106685,marriage,seed,0.636,0.357,0.279,862,the wedding; bridal song; wedding; Hymen
ἔκ-δοσις,urn:cite2:hmt:lsj.chicago_md:n31910,marriage,seed,0.634,0.383,0.25,1070,"giving up, surrendering; giving in marriage, dowering; letting, hiring; farming out; lending money on ships; exported goods, bottomry; publication; a ‘publication’, treatise; edition; Poëm.; translation; bursting forth; delivery; motions"
νυμφ-ευτής,urn:cite2:hmt:lsj.chicago_md:n71279,marriage,seed,0.634,0.257,0.377,168,"groomsman; bridegroom, husband"
χηρ-αίνω,urn:cite2:hmt:lsj.chicago_md:n113915,marriage,seed,0.633,0.287,0.346,66,to be parted from oneʼs husband
νῠός,urn:cite2:hmt:lsj.chicago_md:n71316,marriage,seed,0.632,0.308,0.323,321,"daughter-in-law; daughter-by-marriage; bride, wife; snusā; snur; nurus"
ἁρμ-οστής,urn:cite2:hmt:lsj.chicago_md:n15293,marriage,seed,0.621,0.286,0.334,430,"one who arranges; governs; harmost, governor; governor of a dependent colony; triumvir; praefectus; betrothed husband"
νυμφ-εύω,urn:cite2:hmt:lsj.chicago_md:n71281,marriage,seed,0.621,0.376,0.245,954,"give in marriage; betroth; marry; to be given in marriage, marry; to be wedded; take to wife"
λαμβάνω,urn:cite2:hmt:lsj.chicago_md:n61791,marriage,seed,0.605,0.424,0.181,12778,"a; take; receive; take hold of, grasp, seize; caught; by; took hold of; take by violence, carry off as prize; booty; capture; take, exact; seize; came to; occurred; attack; seize, possess; occupy, possess; catch, overtake; find, come upon; catch, find out, detect; bind; take as; taking, keeping; assume; apprehend by the senses; apprehend with the mind, understand; understand; took; are used for; be taken; assume, take for granted; determine, estimate; take in hand, undertake; taking; take in, hold; took and; have given one, get, receive; gain, win; attain; incur; receive hospitably; treat; receive in marriage; suffer; get; demand; conceive; receive as produce, profit; purchase; admit of; admit, initiate; receiving; having; added; receive permission to..; take hold of, lay hold on; seize and keep hold of, obtain possession of; seizing; lay hands upon; lay; hands on; deal; with; take to; reaching; find fault with, censure; check"
τᾶλις,urn:cite2:hmt:lsj.chicago_md:n102256,marriage,seed,0.604,0.301,0.303,197,"marriageable maiden; betrothed maiden, married woman; bride"
ζεύγνῡμι,urn:cite2:hmt:lsj.chicago_md:n46176,marriage,seed,0.599,0.472,0.127,3822,"yoke, put to; put to oneʼs; harness, saddle and bridle; put to, get ready; bind fast; having; fastened..; in the yoke of; was tamed; join together; well-joined; joined; join in wedlock; yokes; in wedlock; wed; married; to be married; join; by bridges; furnish; with cross-benches; having strengthened; with thwarts; pair; match; yunákti; yuñjánti; jungo, jugum."
κηδ-εύω,urn:cite2:hmt:lsj.chicago_md:n57066,marriage,seed,0.599,0.352,0.247,1344,"take charge of, tend.; attend to; bury; contract a marriage; ally oneself in marriage; marry; ally oneself with; become the son-in-law of; to be married; make oneʼs kinsman by marriage; to marry; those who formed the marriage"
ὀπυίω,urn:cite2:hmt:lsj.chicago_md:n74682,marriage,seed,0.599,0.349,0.25,1487,"marry, take to wife; marry; wedded.; to be married; to have connexion with; pusyati"
τελέω,urn:cite2:hmt:lsj.chicago_md:n102995,marriage,seed,0.599,0.482,0.117,8574,"fulfil, accomplish, execute, perform; did it; perform; fulfil; glut; grant; the fulfilment; accomplishment of; he succeeded; to be fulfilled; bring; to issue; grant in full, work out; make; effective; execute; bring to fulfilment; perfection; bless; with perfect happiness; to maturity, bring; to the birth; makes perfectly; bring to an end, finish, end; Lyr.Alex. Adesp.; come to the end of; come to oneʼs end; come to an end, be fulfilled, turn out; to be; pay; will administer; bring supplies of; pay, present; pay oneʼs contribution of; pay tax; to be paid; to be in receipt of rent; lay out, spend; to be spent; expended; laid out; consume, eat; to belong to; to be reckoned among; belong to; become; come to; belongs..; to compare; initiate; to have oneself initiated; to be consecrated; initiated in; mysteries; endow; with potency, consecrate; enchant; to be formally appointed; a votary of; to be married"
ὑποδαμνάω,urn:cite2:hmt:lsj.chicago_md:n108229,marriage,seed,0.599,0.409,0.19,549,"master; weaken beneath; to be overcome, overpowered; subdued; yielding to; embrace; subdued by love; to be married"
ἄγαμ-ος,urn:cite2:hmt:lsj.chicago_md:n323,marriage,seed,0.597,0.342,0.255,383,"unmarried, single; marriage that is no marriage, fatal marriage"
προσσυν-οικίζω,urn:cite2:hmt:lsj.chicago_md:n90092,marriage,seed,0.597,0.37,0.227,194,give; in marriage besides; to be settled in addition
τελεσσί-γᾰμος,urn:cite2:hmt:lsj.chicago_md:n102965,marriage,seed,0.597,0.277,0.32,139,perfecting; consecrating a marriage
γάμελα,urn:cite2:hmt:lsj.chicago_md:n21551,marriage,seed,0.595,0.35,0.245,106,offerings made on the occasion of a marriage
κόρη,urn:cite2:hmt:lsj.chicago_md:n59098,marriage,seed,0.593,0.33,0.263,3539,"girl; maiden; nymphs; bride; daughter; my daughter; colony; newly-launched; puppet, doll; small votive image; pupil; long sleeve; the Attic drachma; female figures as supports, Caryatids; the Daughter; Persephone; flour"
μνήστ-ειρα,urn:cite2:hmt:lsj.chicago_md:n68207,marriage,seed,0.593,0.305,0.288,152,bride; mindful of
νυμφ-εῖος,urn:cite2:hmt:lsj.chicago_md:n71274,marriage,seed,0.593,0.314,0.28,531,"bridal, nuptial; bridechamber; nuptial rites, marriage; bride"
νυμφ-εύτρια,urn:cite2:hmt:lsj.chicago_md:n71280,marriage,seed,0.593,0.301,0.292,164,"she who escorts the bride, bridesmaid; bride"
φῐλο-νύμφιος,urn:cite2:hmt:lsj.chicago_md:n111346,marriage,seed,0.593,0.301,0.292,83,loving the bridegroom; bride
γᾰμέω,urn:cite2:hmt:lsj.chicago_md:n21556,marriage,seed,0.591,0.332,0.259,3297,"marry; take to wife; marry a wife; take for a paramour; give oneself; oneʼs; in marriage; give herself in marriage; wed; married; get their children married, betroth; get a wife for the son; will seek; make suit; to be taken to wife; marry a husband"
γᾰμ-ίζω,urn:cite2:hmt:lsj.chicago_md:n21565,marriage,seed,0.591,0.332,0.259,91,give; in marriage
δίδωμι,urn:cite2:hmt:lsj.chicago_md:n26447,marriage,seed,0.591,0.432,0.158,7227,"give freely; to be ready to give, offer; things offered; grant, assign; have; been granted; give; provide; for; grant permission; offer; gave; giving; tender; put; propose; having indulged; deliberate; render; lend; dare operam; ram; hand over, deliver up; to wife; in marriage; grant; pardon; forgive; condone; up; appoint, establish; place; Nethinim, ministers; orders were given; grant, allow, bring about that; grant that; to; grant, concede; data; take; describe, record; give oneself up, devote oneself; at full speed"
ἐξαιτ-έω,urn:cite2:hmt:lsj.chicago_md:n36581,marriage,seed,0.591,0.442,0.149,1299,"demand; ask for from; ask; in marriage; demand the surrender of; beg for; ask for oneself, demand; for; aid; prayed; beg off, gain; pardon; release; make intercession for..; begged; to allow; avert by begging"
συνοικ-ίζω,urn:cite2:hmt:lsj.chicago_md:n100787,marriage,seed,0.591,0.415,0.176,1395,"make to live with; to give; in marriage; combine; join in one city; unite into a city-state; having been regularly formed; unite in one building; join in peopling; colonizing; unite, associate"
ἐκ-δοτέον,urn:cite2:hmt:lsj.chicago_md:n31911,marriage,seed,0.59,0.351,0.239,190,one must give up; one must give in marriage
γᾰμήλ-ιος,urn:cite2:hmt:lsj.chicago_md:n21559,marriage,seed,0.577,0.307,0.27,633,"of; for a wedding, bridal, nuptial; presiding over marriage; bride cake; wedding-feast; the wedding feast"
μονο-γᾰμέω,urn:cite2:hmt:lsj.chicago_md:n68496,marriage,seed,0.577,0.352,0.225,74,to be the husband of one wife
νυμφο-στολέω,urn:cite2:hmt:lsj.chicago_md:n71297,marriage,seed,0.577,0.248,0.33,209,escort the bride; bridegroom
θᾰλᾰμ-εύω,urn:cite2:hmt:lsj.chicago_md:n47721,marriage,seed,0.575,0.295,0.28,181,"lead into the; take to wife; to be shut up, kept at home; to be taken to wife"
νύμφ-η,urn:cite2:hmt:lsj.chicago_md:n71282,marriage,seed,0.575,0.358,0.217,2034,"young wife, bride; marriageable maiden; daughter-in-law; young girl; Nymph; springs; water; doll, puppet; young bee; wasp; winged male of the ant; mollusc; point of the ploughshare; hollow between the under-lip and chin; opening rosebud; clitoris; niche"
εὔγᾰμ-ος,urn:cite2:hmt:lsj.chicago_md:n43534,marriage,seed,0.57,0.321,0.249,140,happily married
θεο-γᾰμία,urn:cite2:hmt:lsj.chicago_md:n48148,marriage,seed,0.568,0.382,0.186,120,marriage of gods
γᾰμ-ικός,urn:cite2:hmt:lsj.chicago_md:n21566,marriage,seed,0.562,0.336,0.226,604,"of; for marriage; connubial; bridal; bridal, wedding; questions of marriage-rights; as at a wedding; marriage-contract; of marriageable age"
νυμφό-κλαυτος,urn:cite2:hmt:lsj.chicago_md:n71292,marriage,seed,0.561,0.274,0.287,98,a bride bringing woe
ἐπιγᾰμ-ία,urn:cite2:hmt:lsj.chicago_md:n39011,marriage,seed,0.56,0.294,0.266,704,additional marriage; connexion; by marriage; right; of intermarriage; conubium; intermarriage
πρωτο-γύναικες,urn:cite2:hmt:lsj.chicago_md:n90960,marriage,seed,0.56,0.165,0.395,117,persons married for the first time; who still have their first wife
συζῠγ-ιος,urn:cite2:hmt:lsj.chicago_md:n98066,marriage,seed,0.56,0.456,0.104,205,"joined, united; joining, uniting; patroness of marriage."
εὔνυμφος,urn:cite2:hmt:lsj.chicago_md:n44571,marriage,seed,0.559,0.355,0.204,71,of a fair bride
καταιν-έω,urn:cite2:hmt:lsj.chicago_md:n54058,marriage,seed,0.558,0.342,0.216,760,"agree to; approve of; agree; agree, promise to; agree that; grant, promise; promise in marriage, betroth"
μνηστ-εύω,urn:cite2:hmt:lsj.chicago_md:n68212,marriage,seed,0.558,0.322,0.236,1594,"court, seek in marriage; woo and win, espouse; court for oneself; promise in marriage, betroth; to bring about; for; betrothed; sue, canvass for; pass off; hawk"
νυμφᾰγωγ-ός,urn:cite2:hmt:lsj.chicago_md:n71269,marriage,seed,0.557,0.409,0.148,415,leader of the bride; one who leads her from her home to the bridegroomʼs house; friend; one who negotiates a marriage for another
σύγγᾰμ-ος,urn:cite2:hmt:lsj.chicago_md:n97497,marriage,seed,0.557,0.371,0.186,414,"united in wedlock, married; husband; wife; connected by marriage; sharing; marriage-bed; the rival wives of one man"
θᾰλᾰμηπόλ-ος,urn:cite2:hmt:lsj.chicago_md:n47727,marriage,seed,0.556,0.286,0.27,498,"attendant in a ladyʼs chamber, waiting-maid; eunuch of the bedchamber; eunuch-priests of Cybele; a priestess of Cybele; bridegroom; bridal"
νυμφ-ίος,urn:cite2:hmt:lsj.chicago_md:n71288,marriage,seed,0.556,0.286,0.27,557,bridegroom; bridal; son-in-law
γᾰμέτ-ης,urn:cite2:hmt:lsj.chicago_md:n21554,marriage,seed,0.555,0.217,0.337,313,"husband, spouse; a wife"
πόσις,urn:cite2:hmt:lsj.chicago_md:n85907,marriage,seed,0.555,0.263,0.292,780,"husband, spouse; lawful husband; potis; pátis; pátnī; sum"
ἀνέκ-δοτος,urn:cite2:hmt:lsj.chicago_md:n8138,marriage,seed,0.554,0.291,0.263,301,"not given in marriage, unaffianced; unpublished; secret"
ἐπιβῐόω,urn:cite2:hmt:lsj.chicago_md:n38918,marriage,seed,0.554,0.235,0.319,308,"live over; after, survive; live to see; married"
τέλειος,urn:cite2:hmt:lsj.chicago_md:n102930,marriage,seed,0.554,0.494,0.06,7715,"perfect; entire, without spot; blemish; perfect, of full tale; number; performed with all rites; the surest bird of augury; fully constituted, valid; authoritative, final; final; full-grown; drawn by horses; life-sized; full-sized; full-grown, adult; married; accomplished, perfect in his kind; trained; qualified; serious, dangerous; absolute; complete; fully inundated; fulfilled, accomplished; which imported; full, complete; great; third; having power to fulfil prayer, all-powerful; the head; lord; last; a royal banquet; full point; finally, absolutely, with full authority; completely, absolutely, thoroughly; perfectly; completely; absolutely"
νυμφό-τῑμος,urn:cite2:hmt:lsj.chicago_md:n71301,marriage,seed,0.553,0.508,0.045,96,honouring the bride; bridal
ἀλέκτωρ,urn:cite2:hmt:lsj.chicago_md:n3987,marriage,seed,0.552,0.301,0.251,593,"cock; yellow rattle, Rhinanthusmajor; husband, consort"
γαμβρεύω,urn:cite2:hmt:lsj.chicago_md:n21545,marriage,seed,0.552,0.341,0.211,198,form connexions by marriage; marry; to be connected by marriage
γῠνή,urn:cite2:hmt:lsj.chicago_md:n23069,marriage,seed,0.552,0.326,0.226,1443,"woman; man; mistress, lady; the lasses; a woman; wife, spouse; concubine; mortal woman; goddess; female, mate; gnā-; janis."
δάμᾰρ,urn:cite2:hmt:lsj.chicago_md:n23363,marriage,seed,0.552,0.21,0.342,104,"wife, spouse"
κήδ-ευμα,urn:cite2:hmt:lsj.chicago_md:n57062,marriage,seed,0.551,0.378,0.173,181,connexion; alliance by marriage; one who is so connected
συμβολ-ή,urn:cite2:hmt:lsj.chicago_md:n98303,marriage,seed,0.548,0.421,0.127,2887,"coming together, meeting, joining; confluence; putting together; meeting; joint, juncture; suture; twisting, plaiting; point of contact; bond of union; encounter, engagement; marriage-contract; contributions; their share of the reckoning; oneʼs shot; the meal; entertain ment; picnic; poll; contribution, subscription; subscriptions; a; cooperation"
ἐπιγαμβρ-ευτής,urn:cite2:hmt:lsj.chicago_md:n39008,marriage,seed,0.547,0.345,0.202,76,one connected by marriage
νυμφο-κόμος,urn:cite2:hmt:lsj.chicago_md:n71294,marriage,seed,0.547,0.286,0.26,219,dressing a bride; bridesmaid; bridal
ἁρμόζω,urn:cite2:hmt:lsj.chicago_md:n15274,marriage,seed,0.544,0.595,-0.052,4522,"fit together, join; joinerʼs; put together; plant; kiss; furnish; with..,; adapt, accommodate; award; accord; apply; make ready; accommodate, suit oneself; acquire; betroth; betroth to oneself, take to wife; have; betrothed; married to; troth was plighted; bind fast; set in order, regulate, govern; was ruled; drilled; act as harmost; tune; tune oneʼs; adapt; to; to be tuned; at harmony with itself; compose; fit well; fit; coincide with; correspond; suit, be adapted for; shall; be adapted; is applicable; it is fitting; fitting, suitable; appropriate; Praef.;; to be in tune"
ἀγχί-γᾰμος,urn:cite2:hmt:lsj.chicago_md:n1010,marriage,seed,0.541,0.231,0.311,76,near marriage
κουρ-ίδιος,urn:cite2:hmt:lsj.chicago_md:n59463,marriage,seed,0.541,0.31,0.231,1124,"wedded; lawful, wedded wife; wedded wife; lawful marriage; of my wedlock; born in wedlock; nuptial, bridal"
ἑδν-όω,urn:cite2:hmt:lsj.chicago_md:n30694,marriage,seed,0.54,0.28,0.26,379,"promise for wedding-presents, betroth; dower; marry; woo"
γᾰμο-στολέω,urn:cite2:hmt:lsj.chicago_md:n21579,marriage,seed,0.539,0.308,0.231,68,furnish forth a wedding
προγᾰμ-έω,urn:cite2:hmt:lsj.chicago_md:n86872,marriage,seed,0.539,0.279,0.26,279,live with; before marriage; to be married before; marry first; before; live in wedlock before; already
καλλί-γᾰμος,urn:cite2:hmt:lsj.chicago_md:n52625,marriage,seed,0.538,0.42,0.118,78,of happy marriage
ὁμό-νυμφος,urn:cite2:hmt:lsj.chicago_md:n73770,marriage,seed,0.537,0.358,0.179,63,allied by marriage
πηοσύνη,urn:cite2:hmt:lsj.chicago_md:n82998,marriage,seed,0.537,0.266,0.271,60,relationship by marriage
πολῠ-γᾰμος,urn:cite2:hmt:lsj.chicago_md:n84697,marriage,seed,0.537,0.284,0.253,100,often-married; living in polygamy
εὔλεκτρος,urn:cite2:hmt:lsj.chicago_md:n44369,marriage,seed,0.536,0.395,0.142,162,bringing wedded happiness; a beauteous bride
δυσγᾰμ-έω,urn:cite2:hmt:lsj.chicago_md:n28774,marriage,seed,0.535,0.319,0.216,62,to be unhappily married
ἐκ-δότης,urn:cite2:hmt:lsj.chicago_md:n31913,marriage,seed,0.535,0.298,0.237,195,one who farms out contracts; taxes; one who gives his daughter in marriage; betrayer
ἐπιγαμβρ-εύω,urn:cite2:hmt:lsj.chicago_md:n39009,marriage,seed,0.535,0.226,0.308,343,become son-in-law; become father-in-law; take; to wife as her husbandʼs next of kin; intermarry with
ὀπυάζομαι,urn:cite2:hmt:lsj.chicago_md:n74679,marriage,seed,0.535,0.207,0.328,114,get married
πολῠ-γᾰμία,urn:cite2:hmt:lsj.chicago_md:n84696,marriage,seed,0.534,0.27,0.264,88,polygamy; frequent marriage
λέκτρον,urn:cite2:hmt:lsj.chicago_md:n62352,marriage,seed,0.532,0.351,0.182,735,"couch, bed; to bed; marriage-bed; the fruit of marriage, a child"
συνδῠ-άς,urn:cite2:hmt:lsj.chicago_md:n99803,marriage,seed,0.532,0.367,0.165,95,paired; wedded wife
ἑκκαιδεκᾰτάλαντος,urn:cite2:hmt:lsj.chicago_md:n32091,marriage,seed,0.531,0.349,0.182,130,worth sixteen talents; with a dowry of sixteen talents
συνοικ-ισμός,urn:cite2:hmt:lsj.chicago_md:n100791,marriage,seed,0.531,0.255,0.275,192,"living together, wedlock; founding a city"
νυμφο-στόλος,urn:cite2:hmt:lsj.chicago_md:n71299,marriage,seed,0.53,0.286,0.243,113,escorting the bride; bridal
ὕπανδρος,urn:cite2:hmt:lsj.chicago_md:n106898,marriage,seed,0.53,0.237,0.294,272,"under a man, subject to him, married; feminine"
ὁμό-γᾰμος,urn:cite2:hmt:lsj.chicago_md:n73543,marriage,seed,0.529,0.193,0.336,180,married to the same wife
εὐν-ᾱτήριον,urn:cite2:hmt:lsj.chicago_md:n44528,marriage,seed,0.527,0.264,0.262,188,bed-chamber; marriage-chamber
τροφ-ῖτις,urn:cite2:hmt:lsj.chicago_md:n105562,marriage,seed,0.527,0.297,0.23,337,providing for aliment; wet-nurse; wife married according to a
ἔρᾰνος,urn:cite2:hmt:lsj.chicago_md:n42123,marriage,seed,0.526,0.387,0.139,2257,"meal to which each contributed his share, picnic; feast, festival; wedding-banquet; loan; debts; repayment-instalments; favour, service; a permanent association; friendly society"
συναρμογή,urn:cite2:hmt:lsj.chicago_md:n99506,marriage,seed,0.526,0.312,0.214,220,combination; wedlock; musical combination
σύνερξις,urn:cite2:hmt:lsj.chicago_md:n100403,marriage,seed,0.526,0.278,0.248,286,"forcing together, junction; close order; wedlock; confinement"
γᾰμο-στολικός,urn:cite2:hmt:lsj.chicago_md:n21580,marriage,seed,0.525,0.175,0.35,107,determining marriage; Cat.Cod. Astr.
ἔκ-δοτος,urn:cite2:hmt:lsj.chicago_md:n31915,marriage,seed,0.524,0.308,0.216,714,"given up, delivered; betrayed; give; entirely up; given in marriage"
ὑπευν-άομαι,urn:cite2:hmt:lsj.chicago_md:n108021,marriage,seed,0.524,0.273,0.251,302,in wedlock with; to be under-bedded with; lying; sitting upon
ἐγγᾰμ-ίζω,urn:cite2:hmt:lsj.chicago_md:n29939,marriage,seed,0.521,0.349,0.172,62,give in marriage
εὐνάζω,urn:cite2:hmt:lsj.chicago_md:n44521,marriage,seed,0.521,0.418,0.103,1637,"lay; place in ambush; put to bed, put to sleep; in a form; lay asleep; calm, soothe; go to bed, sleep; used to roost; give in marriage; lull, deaden"
νυμφο-πόνος,urn:cite2:hmt:lsj.chicago_md:n71296,marriage,seed,0.521,0.22,0.301,91,busied with the bride
κηδ-εία,urn:cite2:hmt:lsj.chicago_md:n57048,marriage,seed,0.52,0.355,0.165,518,"care; funeral; mourning; connexion by marriage, alliance"
κήδ-ιστος,urn:cite2:hmt:lsj.chicago_md:n57067,marriage,seed,0.52,0.36,0.161,243,"most worthy of oneʼs care, most cared for; those nearest allied by marriage"
νυμφο-κομέω,urn:cite2:hmt:lsj.chicago_md:n71293,marriage,seed,0.519,0.304,0.215,254,adorn as a bride; make ripe for marriage; dress oneself as a bride
πικρό-γᾰμος,urn:cite2:hmt:lsj.chicago_md:n83132,marriage,seed,0.517,0.28,0.237,114,attaining a bitter kind of marriage
νυμφᾰγωγ-έω,urn:cite2:hmt:lsj.chicago_md:n71267,marriage,seed,0.516,0.253,0.263,305,lead the bride to the bridegroomʼs house; premote; lead home
προτελ-ίζω,urn:cite2:hmt:lsj.chicago_md:n90488,marriage,seed,0.516,0.259,0.257,198,initiate; consecrate by a ceremony preliminary to marriage; to be prepared for the mysteries
συννυμφοκόμος,urn:cite2:hmt:lsj.chicago_md:n100749,marriage,seed,0.514,0.21,0.304,75,helping to deck a bride
ἐπιγαμβρ-εία,urn:cite2:hmt:lsj.chicago_md:n39005,marriage,seed,0.511,0.3,0.212,108,connexion by marriage
κηδεστ-ία,urn:cite2:hmt:lsj.chicago_md:n57058,marriage,seed,0.511,0.3,0.212,69,connexion by marriage
ἄλεκτρος,urn:cite2:hmt:lsj.chicago_md:n3977,marriage,seed,0.51,0.217,0.293,250,unwedded; that is no marriage
ἐπινυμφ-εύομαι,urn:cite2:hmt:lsj.chicago_md:n40357,marriage,seed,0.51,0.199,0.311,91,contract a; second marriage
ἑτερο-γᾰμία,urn:cite2:hmt:lsj.chicago_md:n43122,marriage,seed,0.51,0.199,0.311,60,second marriage
ὀψῐγᾰμ-ίου,urn:cite2:hmt:lsj.chicago_md:n76311,marriage,seed,0.509,0.242,0.268,132,for putting off marriage beyond the appointed age
γᾰμο-ποιΐα,urn:cite2:hmt:lsj.chicago_md:n21576,marriage,seed,0.508,0.307,0.201,64,celebration of a wedding
ἀμνήστευτος,urn:cite2:hmt:lsj.chicago_md:n5366,marriage,seed,0.507,0.283,0.224,164,unwooed; not sought in lawful wedlock; without honouiable wooing
ζεῦγος,urn:cite2:hmt:lsj.chicago_md:n46178,marriage,seed,0.506,0.481,0.025,1609,"yoke of beasts, pair; team of mules, oxen; horses; carriage drawn by a yoke of beasts, a chariot; wagons; racing-car; chariot; with; pair; couple; married couple; pairs; mouthpiece of a double flute; suit; more than two things; persons joined together; jugerum"
προγᾰμ-ιος,urn:cite2:hmt:lsj.chicago_md:n86874,marriage,seed,0.505,0.37,0.135,118,sacrifice before marriage
γᾰμετ-ή,urn:cite2:hmt:lsj.chicago_md:n21553,marriage,seed,0.504,0.203,0.301,390,"married woman, wife"
στερῐφεύομαι,urn:cite2:hmt:lsj.chicago_md:n96583,marriage,seed,0.504,0.211,0.293,54,to be unmarried
ὠμό-δροπος,urn:cite2:hmt:lsj.chicago_md:n116203,marriage,seed,0.504,0.373,0.131,196,plucked unripe; of plucking the fresh fruit; of the marriage-bed; husbandʼs
νεό-γᾰμος,urn:cite2:hmt:lsj.chicago_md:n70215,marriage,seed,0.503,0.23,0.273,197,newly married; married early
παρεκ-δίδωμι,urn:cite2:hmt:lsj.chicago_md:n79269,marriage,seed,0.503,0.213,0.29,97,give in marriage secretly
μνάομαι,urn:cite2:hmt:lsj.chicago_md:n68158,marriage,seed,0.5,0.328,0.171,1379,"to be mindful of; when I remember him; turn oneʼs mind; woo for oneʼs bride, court; sue for, solicit; gṷnā"
κῠᾰμ-ίζω,urn:cite2:hmt:lsj.chicago_md:n60419,marriage,seed,0.498,0.375,0.123,77,to be ripe for marriage
γᾰμο-στόλος,urn:cite2:hmt:lsj.chicago_md:n21581,marriage,seed,0.497,0.174,0.323,304,preparing a wedding
ἀλεξί-γᾰμος,urn:cite2:hmt:lsj.chicago_md:n4010,marriage,seed,0.495,0.187,0.308,72,shunning marriage
ἐπαύλ-ιον,urn:cite2:hmt:lsj.chicago_md:n38375,marriage,seed,0.495,0.262,0.234,358,the day after the wedding; presents given to the bride
εὐγᾰμ-ία,urn:cite2:hmt:lsj.chicago_md:n43533,marriage,seed,0.495,0.323,0.172,79,happy marriage
πηός,urn:cite2:hmt:lsj.chicago_md:n82997,marriage,seed,0.495,0.342,0.153,291,kinsman by marriage; kinsman
ὑμεναι-όω,urn:cite2:hmt:lsj.chicago_md:n106686,marriage,seed,0.495,0.335,0.159,176,"sing the wedding-song; wed, take to wife"
φᾰτίζω,urn:cite2:hmt:lsj.chicago_md:n110422,marriage,seed,0.495,0.449,0.045,942,"tell of; they spoke of; say; make a statement; to be expressed; to be said; as the saying is; promise, engage, betroth; promised bride; to be called, named"
ἀγαμ-ία,urn:cite2:hmt:lsj.chicago_md:n321,marriage,seed,0.494,0.258,0.236,60,"single estate, celibacy"
κᾰκόνυμφ-ος,urn:cite2:hmt:lsj.chicago_md:n52275,marriage,seed,0.494,0.229,0.265,186,illmarried; most unprofitable wedlock; unhappy bridegroom
νύμφ-ευμα,urn:cite2:hmt:lsj.chicago_md:n71275,marriage,seed,0.494,0.366,0.128,203,"marriage, espousal; the person married; match"
