lemma,sense_id,n_occ,n_senses_lemma,silhouette,gloss,gloss_source,top_context_lemmas,example_citations
ἀπερείσιος,0,2,1,,countless,lsj,Ἀπόλλων ἔρχομαι θοός ναῦς Ἀχαιός λύω θυγάτηρ φέρω ἄποινα στέμμα ἔχω χείρ,Iliad 1.13; Iliad 1.372
κοσμήτωρ,0,2,1,,"one who marshals an army, commander, leader; guide, director; one who adorns",lsj,λίσσομαι πᾶς Ἀχαιός Ἀτρείδης λαός,Iliad 1.16; Iliad 1.375
ἐσθλός,0,2,1,,"good; brave, stout; noble; wellbred",lsj,εἶπον ἔπος τελέω δαίς1 ἦδος χείρων νικάω,Iliad 1.576; Iliad 1.108
πελάζω,0,1,1,,"approach, draw near; draws to; come near; will",lsj,ἱστός ἱστοδόκη πρότονοι ὑφίημι,Iliad 1.434
ἀμφικύπελλος,0,1,1,,double cup; two-handled,lsj,ἀναίσσω δέπας μήτηρ φίλος χείρ τίθημι,Iliad 1.584
ἀποπαύω,0,1,1,,"stop; hinder from, make to cease from; hinder; leave off, cease from",lsj,πόλεμος,Iliad 1.422
μέμαα,0,1,1,,,none,ἀλέξω ῥίπτω πούς τεταγών βηλός θεσπέσιος,Iliad 1.590
ῥίπτω,0,1,1,,"throw, cast, hurl; throw; prostrate; lying",lsj,ἀλέξω μέμαα πούς τεταγών βηλός θεσπέσιος,Iliad 1.591
τεταγών,0,1,1,,"having seized; tango, tetigi",lsj,ἀλέξω μέμαα ῥίπτω πούς βηλός θεσπέσιος,Iliad 1.591
ὑψιβρεμέτης,0,1,1,,high-thundering,lsj,μήτηρ τίκτω μινυνθάδιος τιμή ὀφέλλω Ὀλύμπιος ἐγγυαλίζω Ζεύς,Iliad 1.354
βηλός,0,1,1,,threshold,lsj,ἀλέξω μέμαα ῥίπτω πούς τεταγών θεσπέσιος,Iliad 1.591
ὅρμος2,0,1,1,,"cord, chain; necklace, collar; anything strung like a necklace, wreath, chaplet; a string",lsj (homographs merged),προερέσσω ἐρετμόν,Iliad 1.435
ἀμφιγυήεις,0,1,1,,"with both feet crooked, lame",lsj,ἕκαστος καταδύω λαμπρός φάος ἥλιος κατακείω βαίνω οἶκος δῶμα περικλυτός Ἥφαιστος ποιέω,Iliad 1.607
θεσπέσιος,0,1,1,,"divinely sounding, divinely sweet; divinely uttered; decreed; oracular",lsj,ἀλέξω μέμαα ῥίπτω πούς τεταγών βηλός,Iliad 1.591
ἀγάννιφος,0,1,1,,"much snowed on, snow-capt",lsj,εἴρω2 ἔπος Ζεύς τερπικέραυνος εἶμι Ὄλυμπος πείθω,Iliad 1.420
καθεύδω,0,1,1,,"lie down to sleep, sleep; to sleep; pass the night; roost",lsj,ἀναβαίνω,Iliad 1.611
καθάπτω,0,1,1,,"fasten; fix on, put upon; having made; fast",lsj,ἔπος μαλακός,Iliad 1.582
περικλυτός,0,1,1,,"famous, renowned; excellent, noble",lsj,ἕκαστος καταδύω λαμπρός φάος ἥλιος κατακείω βαίνω οἶκος δῶμα ἀμφιγυήεις Ἥφαιστος ποιέω,Iliad 1.607
τερπικέραυνος,0,1,1,,delighting in thunder,lsj,εἴρω2 ἔπος Ζεύς εἶμι Ὄλυμπος ἀγάννιφος πείθω,Iliad 1.419
τυτθός,0,1,1,,"little, small, young; a little one; a little, a bit; little",lsj,τίνω,Iliad 1.354
κατακείω,0,1,1,,,none,ἕκαστος καταδύω λαμπρός φάος ἥλιος βαίνω οἶκος δῶμα περικλυτός ἀμφιγυήεις Ἥφαιστος ποιέω,Iliad 1.606
προερέσσω,0,1,1,,row forwards,lsj,ὅρμος2 ἐρετμόν,Iliad 1.435
ὀιζυρός,0,1,1,,"woeful, miserable; wretch!; toilsome, dreary; sorry, wretched, poor",lsj (relaxed match),ὠκύμορος πᾶς πέλω,Iliad 1.417
ὀρέγνυμι,0,1,1,,,none,πολύς μήτηρ φίλος ἀράομαι χείρ,Iliad 1.351
ἐρετμόν,0,1,1,,oar,lsj,ὅρμος2 προερέσσω,Iliad 1.435
εὐνή,0,1,1,,bed; bedding; abode; lair,lsj,βάλλω,Iliad 1.436
φάος,0,1,1,,light; daylight; day; the light,lsj,ἕκαστος καταδύω λαμπρός ἥλιος κατακείω βαίνω οἶκος δῶμα περικλυτός ἀμφιγυήεις Ἥφαιστος ποιέω,Iliad 1.605
πόντος,0,1,1,,sea; open sea; wide waters; the sea,lsj,Ἀχιλλεύς δακρύω ἑταῖρος ἕζομαι λιάζομαι θίς ἅλς1 πολιός ὁράω ἀπείρων,Iliad 1.350
Ὠκεανός,0,1,1,,Oceanus; great River; the great Outward Sea; oceans,lsj,Ζεύς ἀμύμων Αἰθίοψ χθιζός βαίνω δαίς1,Iliad 1.423
ἀλέξω,0,1,1,,"raákṣati; ward off, turn aside; will ward; off from",lsj,μέμαα ῥίπτω πούς τεταγών βηλός θεσπέσιος,Iliad 1.590
ἐγγυαλίζω,0,1,1,,"put into the palm of the hand, put into the hand; will put; into; hands",lsj,μήτηρ τίκτω μινυνθάδιος τιμή ὀφέλλω Ὀλύμπιος Ζεύς ὑψιβρεμέτης,Iliad 1.353
ἵλαος,0,1,1,,"propitious, gracious; propitious, blameless, atoned for; gracious, kindly",lsj,Ὀλύμπιος,Iliad 1.583
ὀφθαλμός,0,1,1,,eye; eyes; to the eye; sight,lsj,ἀνέχω κήδω φίλος εἶδον θείνω,Iliad 1.587
ἱστοδόκη,0,1,1,,mast-holder,lsj,ἱστός πελάζω πρότονοι ὑφίημι,Iliad 1.434
στέλλω,0,1,1,,make ready; rig; fit; out,lsj,λιμήν πολυβενθής ἱκνέομαι ἱστίον τίθημι ναῦς μέλας,Iliad 1.433
ὕπνος,0,1,1,,"sleep, slumber; the sleep of death; sleep; a dream",lsj,κοιμάω γλυκύς ἱκάνω,Iliad 1.610
πολυβενθής,0,1,1,,very deep,lsj,λιμήν ἱκνέομαι ἱστίον στέλλω τίθημι ναῦς μέλας,Iliad 1.432
λιμήν,0,1,1,,"harbour; havens of refuge from; haven, retreat, refuge; a haven of",lsj,πολυβενθής ἱκνέομαι ἱστίον στέλλω τίθημι ναῦς μέλας,Iliad 1.432
εὔζωνος,0,1,1,,"well-girdled; girt up for exercise, active; well-equipped; well-girded",lsj,λείπω χώομαι θυμός γυνή βία ἀέκων ἀπαυράω,Iliad 1.429
ἀποβαίνω,0,1,1,,"step off from; alight, disembark from; disembark; dismount",lsj,φωνέω,Iliad 1.428
μινυνθάδιος,0,1,1,,short-lived; small,lsj,μήτηρ τίκτω τιμή ὀφέλλω Ὀλύμπιος ἐγγυαλίζω Ζεύς ὑψιβρεμέτης,Iliad 1.352
ἀναίσσω,0,1,1,,start up; he rose to speak; gush forth; springing fresh,lsj (relaxed match),δέπας ἀμφικύπελλος μήτηρ φίλος χείρ τίθημι,Iliad 1.584
πρότονοι,0,1,1,,"ropes from the masthead to the forepart of a ship, forestays; halyards",lsj,ἱστός ἱστοδόκη πελάζω ὑφίημι,Iliad 1.434
Αἰθίοψ,0,1,1,,"Burnt-face; Ethiopian, negro; a fish; Ethiopian",lsj,Ζεύς Ὠκεανός ἀμύμων χθιζός βαίνω δαίς1,Iliad 1.423
γουνάζομαι,0,1,1,,"clasp; knees; implore, entreat; implore",lsj,,Iliad 1.427
θείνω,0,1,1,,strike; dashed; slay; slain,lsj,ἀνέχω κήδω φίλος ὀφθαλμός εἶδον,Iliad 1.588
χαλκοβατής,0,1,1,,"standing on bronze, with brazen base; with floor of bronze",lsj,εἶμι Ζεύς δῶμα,Iliad 1.426
ἀργαλέος,0,1,1,,"painful, troublous; difficult; troublesome, vexatious; hard",lsj,Ὀλύμπιος ἀντιφέρω,Iliad 1.589
ἀδάκρυτος,0,1,1,,without tears; tearless; so that they weep not; abnormally dry,lsj,ὀφείλω ναῦς ἀπήμων ἧμαι αἶσα,Iliad 1.415
μαλακός,0,1,1,,soft; fresh-ploughed; soft grassy; soft-fleeced,lsj,ἔπος καθάπτω,Iliad 1.582
πραπίδες,0,1,1,,"midriff, diaphragm; understanding, mind; heart",lsj,ἕκαστος καταδύω λαμπρός φάος ἥλιος κατακείω βαίνω οἶκος δῶμα περικλυτός ἀμφιγυήεις Ἥφαιστος,Iliad 1.608
ἀντιφέρω,0,1,1,,"set against; set oneself against, fight against; to oppose; match oneself with",lsj,ἀργαλέος Ὀλύμπιος,Iliad 1.589
χθιζός,0,1,1,,of yesterday; yesterdayʼs; yesterday; yesterday!,lsj,Ζεύς Ὠκεανός ἀμύμων Αἰθίοψ βαίνω δαίς1,Iliad 1.424
ὑφίημι,0,1,1,,"let down, lower; lower; put under; put",lsj,ἱστός ἱστοδόκη πελάζω πρότονοι,Iliad 1.434
ἀπήμων,0,1,1,,"unharmed, unhurt; without sorrow; care; doing no harm",lsj,ὀφείλω ναῦς ἀδάκρυτος ἧμαι αἶσα,Iliad 1.415
ἑκατηβόλος,0,1,1,,far-darting; shooting a hundred; hitting the mark at will,lsj,Ἀπόλλων Χρύσης ἱερεύς ἔρχομαι θοός ναῦς Ἀχαιός χαλκοχίτων λύω θυγάτηρ φέρω ἀπερείσιος,Iliad 1.370
ὀφείλω,0,1,1,,"owe, have to pay; account for; do I owe?; to be debtor",lsj,ναῦς ἀδάκρυτος ἀπήμων ἧμαι αἶσα,Iliad 1.415
ἐξαυδάω,0,1,1,,speak out,lsj,κεύθω νόος οἶδα ἄμφω,Iliad 1.363
δεσμός,0,1,1,,"band, bond, anything for tying and fastening; halter; mooring-cable; door-latch",lsj,καλέω ἔρχομαι θεά ὑπολύω ἑκατόγχειρος μακρός Ὄλυμπος Βριάρεως θεός ἀνήρ πᾶς Αἰγαίων,Iliad 1.401
ὑπολύω,0,1,1,,loosen beneath; below; made; give way under him,lsj,καλέω ἔρχομαι θεά δεσμός ἑκατόγχειρος μακρός Ὄλυμπος Βριάρεως θεός ἀνήρ πᾶς Αἰγαίων,Iliad 1.401
κεύθω,0,1,1,,"custos; hýdan; cover, hide; covered",lsj,ἐξαυδάω νόος οἶδα ἄμφω,Iliad 1.363
Ποσειδεών,0,1,1,,,none,πατήρ μέγαρον ἀκούω εὔχομαι φημί κελαινεφής Κρονίων οἶος ἀθάνατος ἀεικής λοιγός ἀμύνω,Iliad 1.400
κύπελλον,0,1,1,,"big-bellied drinking-vessel, beaker, goblet; milk-vessel; fragments of bread left on table",lsj,μειδάω παῖς δέχομαι χείρ,Iliad 1.596
συνδέω,0,1,1,,"bind; tie together; together, side by side; fasten",lsj,πατήρ μέγαρον ἀκούω εὔχομαι φημί κελαινεφής Κρονίων οἶος ἀθάνατος ἀεικής λοιγός ἀμύνω,Iliad 1.399
ἐνδέξιος,0,1,1,,"towards the right hand, from left to right; from left to right; propitious; on the right",lsj,θεός πᾶς οἰνοχοέω γλυκύς νέκταρ κρατήρ ἀφύσσω,Iliad 1.597
κελαινεφής,0,1,1,,"black with clouds; shrouded in dark clouds, cloud-wrapped; dark-coloured; black, rich",lsj,πατήρ μέγαρον ἀκούω εὔχομαι φημί Κρονίων οἶος ἀθάνατος ἀεικής λοιγός ἀμύνω συνδέω,Iliad 1.397
οἰνοχοέω,0,1,1,,,none,θεός ἐνδέξιος πᾶς γλυκύς νέκταρ κρατήρ ἀφύσσω,Iliad 1.598
νέκταρ,0,1,1,,nectar; wine; perfumed unguent,lsj,θεός ἐνδέξιος πᾶς οἰνοχοέω γλυκύς κρατήρ ἀφύσσω,Iliad 1.598
στενάχω,0,1,1,,"groan, sigh, wail; groaning; bewail, lament",lsj,βαρύς πρόσφημι πούς ὠκύς Ἀχιλλεύς,Iliad 1.364
ἄσβεστος,0,1,1,,"unquenchable, inextinguishable; not quenched; ceaseless; unslaked lime",lsj,ἐνόρνυμι γέλως μάκαρ θεός εἶδον Ἥφαιστος δῶμα ποιπνύω,Iliad 1.599
ἐνόρνυμι,0,1,1,,"arouse, stir up in; arise in; among",lsj,ἄσβεστος γέλως μάκαρ θεός εἶδον Ἥφαιστος δῶμα ποιπνύω,Iliad 1.599
ἐύς,0,1,1,,"good, brave, noble; good things, good fortune; thy",lsj (relaxed match),δύναμαι περιέχω παῖς,Iliad 1.393
περιέχω,0,1,1,,"encompass, embrace, surround; envelope; encompasses; environment",lsj,δύναμαι παῖς ἐύς,Iliad 1.393
Βρισεύς,0,1,1,,,none,νέος βαίνω κῆρυξ ἄγω κόρη δίδωμι υἱός Ἀχαιός,Iliad 1.392
ἑλίκωψ,0,1,1,,,none,ναῦς θοός Ἀχαιός Χρύσης πέμπω,Iliad 1.389
Θήβη,0,1,1,,,none,οἴχομαι ἱερός πόλις Ἠετίων,Iliad 1.366
Ἠετίων,0,1,1,,,none,οἴχομαι Θήβη ἱερός πόλις,Iliad 1.366
Ἀτρεΐων,0,1,1,,,none,χόλος λαμβάνω,Iliad 1.387
ἕκατος,0,1,1,,,none,μάντις οἶδα ἀγορεύω θεοπροπία,Iliad 1.385
ἐπασσύτερος,0,1,1,,"one upon another, one after another; one after another; upon; frequent, repeated",lsj,λαός θνήσκω,Iliad 1.383
ποιπνύω,0,1,1,,bustle about; make haste and; labouring,lsj,ἄσβεστος ἐνόρνυμι γέλως μάκαρ θεός εἶδον Ἥφαιστος δῶμα,Iliad 1.600
χαλκοχίτων,0,1,1,,bronze-clad,lsj,Ἀπόλλων Χρύσης ἱερεύς ἑκατηβόλος ἔρχομαι θοός ναῦς Ἀχαιός λύω θυγάτηρ φέρω ἀπερείσιος,Iliad 1.371
γέλως,0,1,1,,laughter; ridiculous; joke; laugh,lsj,ἄσβεστος ἐνόρνυμι μάκαρ θεός εἶδον Ἥφαιστος δῶμα ποιπνύω,Iliad 1.599
ἑκατόγχειρος,0,1,1,,hundred-handed,lsj,καλέω ἔρχομαι θεά ὑπολύω δεσμός μακρός Ὄλυμπος Βριάρεως θεός ἀνήρ πᾶς Αἰγαίων,Iliad 1.402
κομίζω,0,1,1,,"take care of, provide for; receive, treat; attended to; attend, give heed to",lsj,Σίντιες ἀνήρ πίπτω,Iliad 1.594
λαμπρός,0,1,1,,"bright, radiant; bright; toga candida; clear, limpid",lsj,ἕκαστος καταδύω φάος ἥλιος κατακείω βαίνω οἶκος δῶμα περικλυτός ἀμφιγυήεις Ἥφαιστος ποιέω,Iliad 1.605
κλαίω,0,1,1,,"cry, wail, lament; crying; crying, howling; well beaten",lsj,τέκνον,Iliad 1.362
ὄψ,0,1,1,,voice; word,lsj,θυμός δέω δαίς1 ἴσος φόρμιγξ περικαλλής ἔχω Ἀπόλλων Μοῦσα ἀείδω ἀμείβω καλός,Iliad 1.604
διαπέρθω,0,1,1,,"destroy utterly, sack, waste",lsj,ἄγω πᾶς,Iliad 1.367
βένθος,0,1,1,,depth,lsj,κλύω πότνια μήτηρ ἧμαι ἅλς1 πατήρ γέρων,Iliad 1.358
ἄτη,0,1,1,,"bewilderment, infatuation; blindness; delusion; the goddess of mischief",lsj,Ἀχαιός μιμνήσκω παρέζομαι λαμβάνω γόνυ ἐθέλω Τρώς ἀρήγω πρύμνα ἅλς1 εἴλω κτείνω,Iliad 1.412
ἐπαυρέω,0,1,1,,"partake of, share; enjoys; share; have had enjoyment of",lsj,Ἀχαιός μιμνήσκω παρέζομαι λαμβάνω γόνυ ἐθέλω Τρώς ἀρήγω πρύμνα ἅλς1 εἴλω κτείνω,Iliad 1.410
κτείνω,0,1,1,,"kill, slay; seeks to kill; the slayer, murderer; put to death",lsj,Ἀχαιός μιμνήσκω παρέζομαι λαμβάνω γόνυ ἐθέλω Τρώς ἀρήγω πρύμνα ἅλς1 εἴλω πᾶς,Iliad 1.410
εἴλω,0,1,1,,shut in; shut out; let them be shut out; ponded,lsj,Ἀχαιός μιμνήσκω παρέζομαι λαμβάνω γόνυ ἐθέλω Τρώς ἀρήγω πρύμνα ἅλς1 κτείνω πᾶς,Iliad 1.409
πρύμνα,0,1,1,,"stern, poop; retire, draw back; the Acropolis; the vessel",lsj,Ἀχαιός μιμνήσκω παρέζομαι λαμβάνω γόνυ ἐθέλω Τρώς ἀρήγω ἅλς1 εἴλω κτείνω πᾶς,Iliad 1.409
καταπίπτω,0,1,1,,"fall, drop; fell; base, contemptible; accidents",lsj,ἥλιος καταδύω Λῆμνος,Iliad 1.593
Μοῦσα,0,1,1,,"Muse; music, song; strain; liberal arts, accomplishments",lsj,θυμός δέω δαίς1 ἴσος φόρμιγξ περικαλλής ἔχω Ἀπόλλων ἀείδω ἀμείβω ὄψ καλός,Iliad 1.604
περικαλλής,0,1,1,,very beautiful,lsj,θυμός δέω δαίς1 ἴσος φόρμιγξ ἔχω Ἀπόλλων Μοῦσα ἀείδω ἀμείβω ὄψ καλός,Iliad 1.603
Λῆμνος,0,1,1,,Lemnos; from Lemnos; Lemnian,lsj,ἥλιος καταδύω καταπίπτω,Iliad 1.593
ἔνειμι,0,1,1,,sum; to be in; to be among; is in,lsj,ὀλίγος θυμός,Iliad 1.593
μιμνήσκω,0,1,1,,"remind, put in mind; recalled; to memory, made; famous",lsj,Ἀχαιός παρέζομαι λαμβάνω γόνυ ἐθέλω Τρώς ἀρήγω πρύμνα ἅλς1 εἴλω κτείνω πᾶς,Iliad 1.407
Σίντιες,0,1,1,,Sintians,lsj,ἀνήρ κομίζω πίπτω,Iliad 1.594
ὑποδείδω,0,1,1,,"shrink in fear under, cower before; cower beneath; fear",lsj,μάκαρ θεός,Iliad 1.406
ὀμίχλη,0,1,1,,"mist, fog; cloud-like darkness, gloom; the steam of cookery; miglà",lsj,ἀναδύνω πολιός ἅλς1,Iliad 1.359
φόρμιγξ,0,1,1,,lyre; bow,lsj,θυμός δέω δαίς1 ἴσος περικαλλής ἔχω Ἀπόλλων Μοῦσα ἀείδω ἀμείβω ὄψ καλός,Iliad 1.603
γαίω,0,1,1,,"rejoice, exult",lsj,Κρονίων καθέζομαι κῦδος,Iliad 1.405
πρόπας,0,1,1,,all; long; together; utterly,lsj,ἦμαρ ἥλιος καταδύω δαίνυμι,Iliad 1.601
καταρρέζω,0,1,1,,"pat, stroke, caress",lsj,καθέζομαι δάκρυ χέω χείρ ἔπος φημί ὀνομάζω,Iliad 1.361
ῥηγμίν,0,1,1,,"Wiener Sitzb; sea breaking on the beach, surf; broken sea; at the seaʼs edge",lsj,βαίνω θάλασσα,Iliad 1.437
Αἰγαίων,0,1,1,,Aegaeon; the Aegaean sea,lsj,καλέω ἔρχομαι θεά ὑπολύω δεσμός ἑκατόγχειρος μακρός Ὄλυμπος Βριάρεως θεός ἀνήρ πᾶς,Iliad 1.404
ὀνομάζω,0,1,1,,"speak of by name, call; address by name; naming; name, specify",lsj,καθέζομαι δάκρυ χέω χείρ καταρρέζω ἔπος φημί,Iliad 1.361
Βριάρεως,0,1,1,,Aegaeon,lsj,καλέω ἔρχομαι θεά ὑπολύω δεσμός ἑκατόγχειρος μακρός Ὄλυμπος θεός ἀνήρ πᾶς Αἰγαίων,Iliad 1.403
στυφελίζω,0,1,1,,"strike hard; drives away; thrust; treat roughly, maltreat",lsj,ἐθέλω Ὀλύμπιος ἀστεροπητής ἕδος,Iliad 1.581
ὑπισχνέομαι,0,1,1,,take upon oneself; undertake to do; promise; she makes promises,lsj,νημερτής κατανεύω ἀπεῖπον δέος οἶδα ὅσος πᾶς ἄτιμος θεός,Iliad 1.514
ποντοπόρος,0,1,1,,seafaring,lsj,Χρυσηίς ναῦς βαίνω,Iliad 1.439
κάρα,0,1,1,,"head; the face; peak, top; edge, brim",lsj,ἀμβρόσιος χαίτη ἐπιρρώομαι ἄναξ ἀθάνατος,Iliad 1.530
πορφύρεος,0,1,1,,"heaving, surging; gushing; onrushing; lurid",lsj,κῦμα στεῖρα μέγας ἰάχω ναῦς εἶμι,Iliad 1.482
ἰάχω,0,1,1,,"cry, shout; shriek; ring, resound; roar",lsj,κῦμα στεῖρα πορφύρεος μέγας ναῦς εἶμι,Iliad 1.482
θέω,0,1,1,,dhávate; run; running; run and,lsj,κῦμα διαπράσσω κέλευθος,Iliad 1.483
διαπράσσω,0,1,1,,pass over; made their way over; may finish; went through,lsj,θέω κῦμα κέλευθος,Iliad 1.483
βουλεύω,0,1,1,,"take counsel, deliberate; determine; resolve after deliberation; in council",lsj,διατμήγω,Iliad 1.531
ἐλελίζω,0,1,1,,whirl round; move in coils; spires; cause,lsj,μέγας Ὄλυμπος,Iliad 1.530
ἤπειρος,0,1,1,,"terra firma, land; the sea; land; the mainland of Western Greece",lsj,ἱκνέομαι στρατός εὐρύς Ἀχαιός ναῦς μέλας ἐρύω1 ψάμαθος ἕρμα μακρός τανύω,Iliad 1.485
πολύστονος,0,1,1,,"much-sighing, mournful; noisy; causing many sighs, mournful, grievous",lsj,ἄναξ Χρύσης πέμπω ἀνήρ Ἀγαμέμνων παῖς ἄγω Φοῖβος ἱερός ἑκατόμβη ῥέζω Δαναοί,Iliad 1.445
ψάμαθος,0,1,1,,,none,ἱκνέομαι στρατός εὐρύς Ἀχαιός ναῦς μέλας ἤπειρος ἐρύω1 ἕρμα μακρός τανύω,Iliad 1.486
ἕρμα,0,1,1,,"prop, support; props; prop; stay",lsj,ἱκνέομαι στρατός εὐρύς Ἀχαιός ναῦς μέλας ἤπειρος ἐρύω1 ψάμαθος μακρός τανύω,Iliad 1.486
ἐπιρρώομαι,0,1,1,,apply oneʼs; strength to; work lustily at; worked with might and main at,lsj,ἀμβρόσιος χαίτη ἄναξ κάρα ἀθάνατος,Iliad 1.529
τανύω,0,1,1,,"stretch, strain; string; having strung his; pull",lsj,ἱκνέομαι στρατός εὐρύς Ἀχαιός ναῦς μέλας ἤπειρος ἐρύω1 ψάμαθος ἕρμα μακρός,Iliad 1.486
σκίδνημι,0,1,1,,"disperse; to be spread; scattered, disperse; began to spread his light",lsj,κλισία ναῦς,Iliad 1.487
Πηλεύς,0,1,1,,Peleus; son of Peleus; to Peleus’ son,lsj,μηνίω ναῦς πάρημαι ὠκύπορος διογενής υἱός πούς ὠκύς Ἀχιλλεύς,Iliad 1.489
διατμήγω,0,1,1,,cut in twain; having cut; in twain; distinguish,lsj,βουλεύω,Iliad 1.531
ἅλλομαι,0,1,1,,"sal; sal-io; spring, leap; leap upon",lsj,ἅλς1 βαθύς αἰγλήεις Ὄλυμπος Ζεύς δῶμα,Iliad 1.532
στεῖρα,0,1,1,,forepart of a shipʼs keel; stem; cutwater; bandage,lsj,κῦμα πορφύρεος μέγας ἰάχω ναῦς εἶμι,Iliad 1.482
βαθύς,0,1,1,,deep; high; within a high fence; the deep,lsj,ἅλς1 ἅλλομαι αἰγλήεις Ὄλυμπος Ζεύς δῶμα,Iliad 1.532
αἰγλήεις,0,1,1,,"dazzling, radiant",lsj,ἅλς1 ἅλλομαι βαθύς Ὄλυμπος Ζεύς δῶμα,Iliad 1.532
μέσος,0,1,1,,"middle, in the middle; middle; zenith; mid",lsj,ἄνεμος πρήθω ἱστίον,Iliad 1.481
πρήθω,0,1,1,,"burn; blow out, swell out by blowing; spout; spouted",lsj,ἄνεμος μέσος ἱστίον,Iliad 1.481
ἄνεμος,0,1,1,,wind; a gale; the wind; to the winds,lsj,πρήθω μέσος ἱστίον,Iliad 1.481
πετάννυμι,0,1,1,,fly; spread out; opening his doors; flutter,lsj,ἱστός ἵστημι ἱστίον λευκός,Iliad 1.480
σφός,0,1,1,,"their, their own, belonging to them; his; her, his own; her own",lsj,θεός πᾶς ἀνίστημι ἕδος πατήρ,Iliad 1.534
λευκός,0,1,1,,"light, bright, clear; glassy; clear, limpid; clear, distinct",lsj,ἱστός ἵστημι ἱστίον πετάννυμι,Iliad 1.480
οὖρος,0,1,1,,fair wind; rough breeze; storm; the wind,lsj,ἴκμενος ἵημι Ἑκάεργος Ἀπόλλων,Iliad 1.479
ἐπέρχομαι,0,1,1,,come upon; approach; come suddenly upon; come to for advice,lsj,τλάω μένω,Iliad 1.535
ἴκμενος,0,1,1,,a fair; moist,lsj,οὖρος ἵημι Ἑκάεργος Ἀπόλλων,Iliad 1.479
ἅπας,0,1,1,,"quite all, the whole; all together; in all things; all",lsj,ἀντίος ἵστημι,Iliad 1.535
ἀνάγω,0,1,1,,"lead up; lead up to the high sea, carry by sea; conduct, carry to; put",lsj,ἠριγένεια φαίνω ῥοδοδάκτυλος ἠώς στρατός εὐρύς Ἀχαιός,Iliad 1.478
θρόνος,0,1,1,,"seat, chair; throne, chair of state; kingʼs estate; dignity",lsj,καθέζομαι,Iliad 1.536
πωλέομαι,0,1,1,,go up and down; to and fro; come frequently; she goes,lsj,ἀγορά κυδιάνειρα πόλεμος,Iliad 1.490
χαίτη,0,1,1,,"loose, flowing hair; back hair; mane; crest",lsj,ἀμβρόσιος ἐπιρρώομαι ἄναξ κάρα ἀθάνατος,Iliad 1.529
κυδιάνειρα,0,1,1,,"bringing men glory; renown; glorified by men, famous for men",lsj,ἀγορά πωλέομαι πόλεμος,Iliad 1.490
ὀνείδειος,0,1,1,,reproachful; of reproach; dishonourable,lsj,λοίγιος ἔργον ἐχθοδοπέω ἐφίημι Ἥρα ἐρέθω ἔπος,Iliad 1.519
δεύτερος,0,1,1,,second; next; comes in second; hereafter,lsj,ἔρομαι,Iliad 1.513
ἐμφύω,0,1,1,,implant; planted; grow in; is implanted,lsj,Θέτις ἅπτω γόνυ ἔχω,Iliad 1.513
ἀπεῖπον,0,1,1,,"speak out, tell out, declare; to give; full notice; to deliver",lsj,νημερτής ὑπισχνέομαι κατανεύω δέος οἶδα ὅσος πᾶς ἄτιμος θεός,Iliad 1.515
ἅπτω,0,1,1,,fasten; bind to; having fastened; join,lsj,Θέτις γόνυ ἔχω ἐμφύω,Iliad 1.512
δέος,0,1,1,,"fear, alarm; fear; fear of; to fear",lsj,νημερτής ὑπισχνέομαι κατανεύω ἀπεῖπον οἶδα ὅσος πᾶς ἄτιμος θεός,Iliad 1.515
κράτος,0,1,1,,"strength, might; bodily strength; strength; all oneʼs might",lsj,Τρώς τίθημι Ἀχαιός υἱός τίνω ὀφέλλω τιμή,Iliad 1.509
ἀνθερεών,0,1,1,,"chin; neck, throat; mouth",lsj,δεξιτερός αἱρέω λίσσομαι προσεῖπον Ζεύς Κρονίων ἄναξ,Iliad 1.501
δεξιτερός,0,1,1,,right-hand of two; the right hand,lsj,ἀνθερεών αἱρέω λίσσομαι προσεῖπον Ζεύς Κρονίων ἄναξ,Iliad 1.501
σκαιός,0,1,1,,"left, on the left hand; with the left hand; western, westward; West",lsj,λαμβάνω γόνυ,Iliad 1.501
πολυδειράς,0,1,1,,with many ridges,lsj,εὑρίσκω εὐρύοπα Κρονίδης ἧμαι ἄκρος κορυφή Ὄλυμπος,Iliad 1.499
ἀπείρων,0,1,1,,"without experience, ignorant",lsj,Ἀχιλλεύς δακρύω ἑταῖρος ἕζομαι λιάζομαι θίς ἅλς1 πολιός ὁράω πόντος,Iliad 1.350
ἐχθοδοπέω,0,1,1,,"show enmity towards, engage in hostility with",lsj,λοίγιος ἔργον ἐφίημι Ἥρα ἐρέθω ὀνείδειος ἔπος,Iliad 1.518
ἐρέθω,0,1,1,,"disquiet; raised; increase; explore, search",lsj,λοίγιος ἔργον ἐχθοδοπέω ἐφίημι Ἥρα ὀνείδειος ἔπος,Iliad 1.519
κορυφή,0,1,1,,"head, top; crown, top of the head; top, peak; summit, top",lsj,εὑρίσκω εὐρύοπα Κρονίδης ἧμαι ἄκρος πολυδειράς Ὄλυμπος,Iliad 1.499
ἀποστείχω,0,1,1,,"go away, go home",lsj,νοέω Ἥρα,Iliad 1.522
ἀμβρόσιος,0,1,1,,"immortal, divine; belonging to gods; divine; divinely excellent",lsj,χαίτη ἐπιρρώομαι ἄναξ κάρα ἀθάνατος,Iliad 1.529
μέλω,0,1,1,,"to be an object of care; thought; care for, take an interest in; am I in",lsj,τελέω,Iliad 1.523
