lemma,pos,work,book,line,sentence_id,word_id,form,row
ἄλλος,a,Iliad,1,198,2274205,3,ἄλλων,814
ὁράω,v,Iliad,1,198,2274205,6,ὁρᾶτο,815
θαμβέω,v,Iliad,1,199,2274206,1,θάμβησεν,816
Ἀχιλλεύς,n,Iliad,1,199,2274206,3,Ἀχιλεύς,817
τρέπω,v,Iliad,1,199,2274206a,7,ἐτράπετ',818
γιγνώσκω,v,Iliad,1,199,2274206b,11,ἔγνω,819
Παλλάς,n,Iliad,1,200,2274206b,12,Παλλάδ',820
Ἀθήνη,n,Iliad,1,200,2274206b,13,Ἀθηναίην,821
δεινός,a,Iliad,1,200,2274207,1,δεινὼ,822
ὄσσε,n,Iliad,1,200,2274207,4,ὄσσε,823
φαίνω,v,Iliad,1,200,2274207,5,φάανθεν,824
φωνέω,v,Iliad,1,201,2274208,3,φωνήσας,825
ἔπος,n,Iliad,1,201,2274208,4,ἔπεα,826
πτερόεις,a,Iliad,1,201,2274208,5,πτερόεντα,827
προσαυδάω,v,Iliad,1,201,2274208,6,προσηύδα,828
αἰγίοχος,a,Iliad,1,202,2274209,3,αἰγιόχοιο,829
Ζεύς,n,Iliad,1,202,2274209,4,Διὸς,830
τέκος,n,Iliad,1,202,2274209,5,τέκος,831
ἔρχομαι,v,Iliad,1,202,2274209,6,εἰλήλουθας,832
ὕβρις,n,Iliad,1,203,2274210,3,ὕβριν,833
εἶδον,v,Iliad,1,203,2274210,4,ἴδῃ,834
Ἀγαμέμνων,n,Iliad,1,203,2274210,5,Ἀγαμέμνονος,835
Ἀτρείδης,n,Iliad,1,203,2274210,6,Ἀτρεΐδαο,836
εἴρω2,v,Iliad,1,204,2274211,4,ἐρέω,837
τελέω,v,Iliad,1,204,2274211a,9,τελέεσθαι,838
οἴομαι,v,Iliad,1,204,2274211a,10,ὀΐω,839
ἑός,a,Iliad,1,205,2274212,1,ᾗς,840
ὑπεροπλία,n,Iliad,1,205,2274212,2,ὑπεροπλίῃσι,841
θυμός,n,Iliad,1,205,2274212,6,θυμὸν,842
ὄλλυμι,v,Iliad,1,205,2274212,7,ὀλέσσῃ,843
προσεῖπον,v,Iliad,1,206,2274213,4,προσέειπε,844
θεά,n,Iliad,1,206,2274213,5,θεὰ,845
γλαυκῶπις,a,Iliad,1,206,2274213,6,γλαυκῶπις,846
Ἀθήνη,n,Iliad,1,206,2274213,7,Ἀθήνη,847
ἔρχομαι,v,Iliad,1,207,2274214,1,ἦλθον,848
παύω,v,Iliad,1,207,2274214,3,παύσουσα,849
σός,a,Iliad,1,207,2274214,5,σὸν,850
μένος,n,Iliad,1,207,2274214,6,μένος,851
πείθω,v,Iliad,1,207,2274214,10,πίθηαι,852
ἵημι,v,Iliad,1,208,2274215,4,ἧκε,853
θεά,n,Iliad,1,208,2274215,5,θεὰ,854
λευκώλενος,a,Iliad,1,208,2274215,6,λευκώλενος,855
Ἥρα,n,Iliad,1,208,2274215,7,Ἥρη,856
ἄμφω,a,Iliad,1,209,2274215,8,ἄμφω,857
θυμός,n,Iliad,1,209,2274215,10,θυμῷ,858
φιλέω,v,Iliad,1,209,2274215,11,φιλέουσά,859
κήδω,v,Iliad,1,209,2274215,13,κηδομένη,860
λήγω,v,Iliad,1,210,2274216,3,λῆγ',861
ἔρις,n,Iliad,1,210,2274216,4,ἔριδος,862
ξίφος,n,Iliad,1,210,2274216a,8,ξίφος,863
ἕλκω,v,Iliad,1,210,2274216a,9,ἕλκεο,864
χείρ,n,Iliad,1,210,2274216a,10,χειρί,865
ἔπος,n,Iliad,1,211,2274217,3,ἔπεσιν,866
ὀνειδίζω,v,Iliad,1,211,2274217,5,ὀνείδισον,867
εἰμί,v,Iliad,1,211,2274217,7,ἔσεταί,868
ἐξείρω,v,Iliad,1,212,2274218,3,ἐξερέω,869
τελέω,v,Iliad,1,212,2274218a,8,τετελεσμένον,870
εἰμί,v,Iliad,1,212,2274218a,9,ἔσται,871
τόσος,a,Iliad,1,213,2274219,5,τόσσα,872
πάρειμι,v,Iliad,1,213,2274219,6,παρέσσεται,873
ἀγλαός,a,Iliad,1,213,2274219,7,ἀγλαὰ,874
δῶρον,n,Iliad,1,213,2274219,8,δῶρα,875
ὕβρις,n,Iliad,1,214,2274219,9,ὕβριος,876
ἴσχω,v,Iliad,1,214,2274220,3,ἴσχεο,877
πείθω,v,Iliad,1,214,2274220a,5,πείθεο,878
ἀπαμείβομαι,v,Iliad,1,215,2274221,3,ἀπαμειβόμενος,879
πρόσφημι,v,Iliad,1,215,2274221,4,προσέφη,880
πούς,n,Iliad,1,215,2274221,5,πόδας,881
ὠκύς,a,Iliad,1,215,2274221,6,ὠκὺς,882
Ἀχιλλεύς,n,Iliad,1,215,2274221,7,Ἀχιλλεύς,883
χρή,v,Iliad,1,216,2274222,1,χρὴ,884
σφωίτερος,a,Iliad,1,216,2274222,3,σφωΐτερόν,885
θεά,n,Iliad,1,216,2274222,5,θεὰ,886
ἔπος,n,Iliad,1,216,2274222,6,ἔπος,887
ἐρύω2,v,Iliad,1,216,2274222,7,εἰρύσσασθαι,888
θυμός,n,Iliad,1,217,2274222,11,θυμῷ,889
χολόω,v,Iliad,1,217,2274222,12,κεχολωμένον,890
ἀμείνων,a,Iliad,1,217,2274223,3,ἄμεινον,891
θεός,n,Iliad,1,218,2274224,3,θεοῖς,892
ἐπιπείθομαι,v,Iliad,1,218,2274224,4,ἐπιπείθηται,893
κλύω,v,Iliad,1,218,2274224,7,ἔκλυον,894
αὐτός,a,Iliad,1,218,2274224,8,αὐτοῦ,895
ἠμί,v,Iliad,1,219,2274225,1,ἦ,896
ἀργύρεος,a,Iliad,1,219,2274225a,4,ἀργυρέῃ,897
κώπη,n,Iliad,1,219,2274225a,5,κώπῃ,898
ἔχω,v,Iliad,1,219,2274225a,6,σχέθε,899
χείρ,n,Iliad,1,219,2274225a,7,χεῖρα,900
βαρύς,a,Iliad,1,219,2274225a,8,βαρεῖαν,901
κολεόν,n,Iliad,1,220,2274225b,13,κουλεὸν,902
ὠθέω,v,Iliad,1,220,2274225b,14,ὦσε,903
μέγας,a,Iliad,1,220,2274225b,15,μέγα,904
ξίφος,n,Iliad,1,220,2274225b,16,ξίφος,905
ἀπιθέω,v,Iliad,1,220,2274225c,20,ἀπίθησε,906
μῦθος,n,Iliad,1,221,2274225c,21,μύθῳ,907
Ἀθήνη,n,Iliad,1,221,2274225c,22,Ἀθηναίης,908
Ὄλυμπος,n,Iliad,1,221,2274226,3,Οὔλυμπον,909
βαίνω,v,Iliad,1,221,2274226,5,βεβήκει,910
δῶμα,n,Iliad,1,222,2274226,6,δώματ',911
αἰγίοχος,a,Iliad,1,222,2274226,8,αἰγιόχοιο,912
Ζεύς,n,Iliad,1,222,2274226,9,Διὸς,913
δαίμων,n,Iliad,1,222,2274226,11,δαίμονας,914
ἄλλος,a,Iliad,1,222,2274226,12,ἄλλους,915
Πηλείδης,n,Iliad,1,223,2274227,1,Πηλεΐδης,916
ἀταρτηρός,a,Iliad,1,223,2274227,4,ἀταρτηροῖς,917
ἔπος,n,Iliad,1,223,2274227,5,ἐπέεσσιν,918
Ἀτρείδης,n,Iliad,1,224,2274227,6,Ἀτρεΐδην,919
προσεῖπον,v,Iliad,1,224,2274227,7,προσέειπε,920
λήγω,v,Iliad,1,224,2274227a,12,λῆγε,921
χόλος,n,Iliad,1,224,2274227a,13,χόλοιο,922
οἰνοβαρής,a,Iliad,1,225,2274228,1,οἰνοβαρές,923
κύων,n,Iliad,1,225,2274228,3,κυνὸς,924
ὄμμα,n,Iliad,1,225,2274228,4,ὄμματ',925
ἔχω,v,Iliad,1,225,2274228,5,ἔχων,926
καρδία,n,Iliad,1,225,2274228,7,κραδίην,927
ἔλαφος,n,Iliad,1,225,2274228,9,ἐλάφοιο,928
πόλεμος,n,Iliad,1,226,2274228,14,πόλεμον,929
λαός,n,Iliad,1,226,2274228,16,λαῷ,930
θωρήσσω,v,Iliad,1,226,2274228,17,θωρηχθῆναι,931
λόχος,n,Iliad,1,227,2274228,20,λόχον,932
εἶμι,v,Iliad,1,227,2274228,22,ἰέναι,933
ἀριστεύς,n,Iliad,1,227,2274228,24,ἀριστήεσσιν,934
Ἀχαιός,a,Iliad,1,227,2274228,25,Ἀχαιῶν,935
τλάω,v,Iliad,1,228,2274228,26,τέτληκας,936
θυμός,n,Iliad,1,228,2274228,27,θυμῷ,937
κήρ,n,Iliad,1,228,2274229,4,κὴρ,938
εἶδον,v,Iliad,1,228,2274229,5,εἴδεται,939
εἰμί,v,Iliad,1,228,2274229,6,εἶναι,940
πολύς,a,Iliad,1,229,2274230,2,πολὺ,941
λωίων,a,Iliad,1,229,2274230,3,λώϊόν,942
εἰμί,v,Iliad,1,229,2274230,4,ἐστι,943
στρατός,n,Iliad,1,229,2274230,6,στρατὸν,944
εὐρύς,a,Iliad,1,229,2274230,7,εὐρὺν,945
Ἀχαιός,a,Iliad,1,229,2274230,8,Ἀχαιῶν,946
δῶρον,n,Iliad,1,230,2274230,9,δῶρ',947
ἀφαιρέω,v,Iliad,1,230,2274230,10,ἀποαιρεῖσθαι,948
ἀντίος,n,Iliad,1,230,2274230,14,ἀντίον,949
εἶπον,v,Iliad,1,230,2274230,15,εἴπῃ,950
δημοβόρος,a,Iliad,1,231,2274231,1,δημοβόρος,951
βασιλεύς,n,Iliad,1,231,2274231,2,βασιλεὺς,952
οὐτιδανός,a,Iliad,1,231,2274231,4,οὐτιδανοῖσιν,953
ἀνάσσω,v,Iliad,1,231,2274231,5,ἀνάσσεις,954
Ἀτρείδης,n,Iliad,1,232,2274232,4,Ἀτρεΐδη,955
ὕστατος,a,Iliad,1,232,2274232,6,ὕστατα,956
λωβάομαι,v,Iliad,1,232,2274232,7,λωβήσαιο,957
εἴρω2,v,Iliad,1,233,2274233,4,ἐρέω,958
μέγας,a,Iliad,1,233,2274233a,7,μέγαν,959
ὅρκος,n,Iliad,1,233,2274233a,8,ὅρκον,960
ὄμνυμι,v,Iliad,1,233,2274233a,9,ὀμοῦμαι,961
σκῆπτρον,n,Iliad,1,234,2274234,4,σκῆπτρον,962
φύλλον,n,Iliad,1,234,2274234,10,φύλλα,963
ὄζος,n,Iliad,1,234,2274234,12,ὄζους,964
φύω,v,Iliad,1,235,2274234,13,φύσει,965
πρῶτος,a,Iliad,1,235,2274234,17,πρῶτα,966
τομή,n,Iliad,1,235,2274234,18,τομὴν,967
ὄρος,n,Iliad,1,235,2274234,20,ὄρεσσι,968
λείπω,v,Iliad,1,235,2274234,21,λέλοιπεν,969
ἀναθηλέω,v,Iliad,1,236,2274234,25,ἀναθηλήσει,970
χαλκός,n,Iliad,1,236,2274235,5,χαλκὸς,971
λέπω,v,Iliad,1,236,2274235,6,ἔλεψε,972
φύλλον,n,Iliad,1,237,2274235,7,φύλλά,973
φλοιός,n,Iliad,1,237,2274235,10,φλοιόν,974
υἱός,n,Iliad,1,237,2274236,4,υἷες,975
Ἀχαιός,a,Iliad,1,237,2274236,5,Ἀχαιῶν,976
παλάμη,n,Iliad,1,238,2274236,7,παλάμῃς,977
φορέω,v,Iliad,1,238,2274236,8,φορέουσι,978
δικασπόλος,n,Iliad,1,238,2274236,9,δικασπόλοι,979
θέμις,n,Iliad,1,238,2274236,13,θέμιστας,980
Ζεύς,n,Iliad,1,239,2274236,15,Διὸς,981
ἐρύω2,v,Iliad,1,239,2274236,16,εἰρύαται,982
μέγας,a,Iliad,1,239,2274237,4,μέγας,983
εἰμί,v,Iliad,1,239,2274237,5,ἔσσεται,984
ὅρκος,n,Iliad,1,239,2274237,6,ὅρκος,985
Ἀχιλλεύς,n,Iliad,1,240,2274238,3,Ἀχιλλῆος,986
ποθή,n,Iliad,1,240,2274238,4,ποθὴ,987
ἱκνέομαι,v,Iliad,1,240,2274238,5,ἵξεται,988
υἱός,n,Iliad,1,240,2274238,6,υἷας,989
Ἀχαιός,a,Iliad,1,240,2274238,7,Ἀχαιῶν,990
σύμπας,a,Iliad,1,241,2274238,8,σύμπαντας,991
δύναμαι,v,Iliad,1,241,2274239,5,δυνήσεαι,992
ἄχνυμαι,v,Iliad,1,241,2274239,6,ἀχνύμενός,993
χραισμέω,v,Iliad,1,242,2274239,8,χραισμεῖν,994
πολύς,a,Iliad,1,242,2274239,12,πολλοὶ,995
Ἕκτωρ,n,Iliad,1,242,2274239,14,Ἕκτορος,996
ἀνδροφόνος,a,Iliad,1,242,2274239,15,ἀνδροφόνοιο,997
θνήσκω,v,Iliad,1,243,2274239,16,θνήσκοντες,998
πίπτω,v,Iliad,1,243,2274239,17,πίπτωσι,999
θυμός,n,Iliad,1,243,2274240,4,θυμὸν,1000
ἀμύσσω,v,Iliad,1,243,2274240,5,ἀμύξεις,1001
χώομαι,v,Iliad,1,244,2274240,6,χωόμενος,1002
ἄριστος,a,Iliad,1,244,2274240,9,ἄριστον,1003
Ἀχαιός,a,Iliad,1,244,2274240,10,Ἀχαιῶν,1004
οὐδείς,a,Iliad,1,244,2274240,11,οὐδὲν,1005
τίνω,v,Iliad,1,244,2274240,12,ἔτισας,1006
φημί,v,Iliad,1,245,2274241,2,φάτο,1007
Πηλείδης,n,Iliad,1,245,2274241,3,Πηλεΐδης,1008
σκῆπτρον,n,Iliad,1,245,2274241a,7,σκῆπτρον,1009
βάλλω,v,Iliad,1,245,2274241a,8,βάλε,1010
γαῖα,n,Iliad,1,245,2274241a,9,γαίῃ,1011
χρύσεος,a,Iliad,1,246,2274241a,10,χρυσείοις,1012
ἧλος,n,Iliad,1,246,2274241a,11,ἥλοισι,1013
πείρω,v,Iliad,1,246,2274241a,12,πεπαρμένον,1014
ἕζομαι,v,Iliad,1,246,2274241b,14,ἕζετο,1015
αὐτός,a,Iliad,1,246,2274241b,16,αὐτός,1016
Ἀτρείδης,n,Iliad,1,247,2274242,1,Ἀτρεΐδης,1017
μηνίω,v,Iliad,1,247,2274242,4,ἐμήνιε,1018
Νέστωρ,n,Iliad,1,247,2274243,3,Νέστωρ,1019
ἡδυεπής,a,Iliad,1,248,2274243,4,ἡδυεπὴς,1020
ἀνορούω,v,Iliad,1,248,2274243,5,ἀνόρουσε,1021
λιγύς,a,Iliad,1,248,2274243,6,λιγὺς,1022
Πύλιος,n,Iliad,1,248,2274243,7,Πυλίων,1023
ἀγορητής,n,Iliad,1,248,2274243,8,ἀγορητής,1024
γλῶσσα,n,Iliad,1,249,2274243,13,γλώσσης,1025
μέλι,n,Iliad,1,249,2274243,14,μέλιτος,1026
γλυκύς,a,Iliad,1,249,2274243,15,γλυκίων,1027
ῥέω,v,Iliad,1,249,2274243,16,ῥέεν,1028
αὐδή,n,Iliad,1,249,2274243,17,αὐδή,1029
γενεά,n,Iliad,1,250,2274244,6,γενεαὶ,1030
μέροψ,a,Iliad,1,250,2274244,7,μερόπων,1031
ἄνθρωπος,n,Iliad,1,250,2274244,8,ἀνθρώπων,1032
φθίω,v,Iliad,1,251,2274244,9,ἐφθίαθ',1033
τρέφω,v,Iliad,1,251,2274244,15,τράφεν,1034
γίγνομαι,v,Iliad,1,251,2274244,17,ἐγένοντο,1035
Πύλος,n,Iliad,1,252,2274244,19,Πύλῳ,1036
ἠγάθεος,a,Iliad,1,252,2274244,20,ἠγαθέῃ,1037
τρίτατος,a,Iliad,1,252,2274244a,24,τριτάτοισιν,1038
ἀνάσσω,v,Iliad,1,252,2274244a,25,ἄνασσεν,1039
φρονέω,v,Iliad,1,253,2274245,4,φρονέων,1040
ἀγοράομαι,v,Iliad,1,253,2274245,5,ἀγορήσατο,1041
μετεῖπον,v,Iliad,1,253,2274245,7,μετέειπεν,1042
μέγας,a,Iliad,1,254,2274246,4,μέγα,1043
πένθος,n,Iliad,1,254,2274246,5,πένθος,1044
Ἀχαιΐς,a,Iliad,1,254,2274246,6,Ἀχαιΐδα,1045
γαῖα,n,Iliad,1,254,2274246,7,γαῖαν,1046
ἱκάνω,v,Iliad,1,254,2274246,8,ἱκάνει,1047
γηθέω,v,Iliad,1,255,2274247,3,γηθήσαι,1048
Πρίαμος,n,Iliad,1,255,2274247,4,Πρίαμος,1049
Πρίαμος,n,Iliad,1,255,2274247,5,Πριάμοιό,1050
παῖς,n,Iliad,1,255,2274247,7,παῖδες,1051
ἄλλος,a,Iliad,1,256,2274247,8,ἄλλοι,1052
Τρώς,n,Iliad,1,256,2274247,10,Τρῶες,1053
μέγας,a,Iliad,1,256,2274247,11,μέγα,1054
χαίρω,v,Iliad,1,256,2274247,13,κεχαροίατο,1055
θυμός,n,Iliad,1,256,2274247,14,θυμῷ,1056
πᾶς,a,Iliad,1,257,2274247,18,πάντα,1057
πυνθάνομαι,v,Iliad,1,257,2274247,19,πυθοίατο,1058
μάρναμαι,v,Iliad,1,257,2274247,20,μαρναμένοιϊν,1059
βουλή,n,Iliad,1,258,2274247,25,βουλὴν,1060
Δαναοί,n,Iliad,1,258,2274247,26,Δαναῶν,1061
εἰμί,v,Iliad,1,258,2274247,30,ἐστὲ,1062
μάχομαι,v,Iliad,1,258,2274247,31,μάχεσθαι,1063
πείθω,v,Iliad,1,259,2274248,2,πίθεσθ',1064
ἄμφω,a,Iliad,1,259,2274249,1,ἄμφω,1065
νέος,a,Iliad,1,259,2274249,3,νεωτέρω,1066
εἰμί,v,Iliad,1,259,2274249,4,ἐστὸν,1067
ἀρείων,a,Iliad,1,260,2274250,6,ἀρείοσιν,1068
ἀνήρ,n,Iliad,1,261,2274250,10,ἀνδράσιν,1069
ὁμιλέω,v,Iliad,1,261,2274250,11,ὡμίλησα,1070
ἀθερίζω,v,Iliad,1,261,2274250a,19,ἀθέριζον,1071
τοῖος,a,Iliad,1,262,2274251,4,τοίους,1072
εἶδον,v,Iliad,1,262,2274251,5,ἴδον,1073
ἀνήρ,n,Iliad,1,262,2274251,6,ἀνέρας,1074
εἶδον,v,Iliad,1,262,2274251,9,ἴδωμαι,1075
οἷος,a,Iliad,1,263,2274251,11,οἷον,1076
Πειρίθοος,n,Iliad,1,263,2274251,12,Πειρίθοόν,1077
Δρύας,n,Iliad,1,263,2274251,14,Δρύαντά,1078
ποιμήν,n,Iliad,1,263,2274251,16,ποιμένα,1079
λαός,n,Iliad,1,263,2274251,17,λαῶν,1080
Καινεύς,n,Iliad,1,264,2274251,18,Καινέα,1081
Ἐξάδιος,n,Iliad,1,264,2274251,20,Ἐξάδιόν,1082
ἀντίθεος,a,Iliad,1,264,2274251,23,ἀντίθεον,1083
Πολύφημος,n,Iliad,1,264,2274251,24,Πολύφημον,1084
Θησεύς,n,Iliad,1,265,2274251,25,Θησέα,1085
Αἰγείδης,n,Iliad,1,265,2274251,27,Αἰγεΐδην,1086
ἐπιείκελος,a,Iliad,1,265,2274251,29,ἐπιείκελον,1087
ἀθάνατος,a,Iliad,1,265,2274251,30,ἀθανάτοισιν,1088
κράτιστος,a,Iliad,1,266,2274252,1,κάρτιστοι,1089
κεῖνος,a,Iliad,1,266,2274252,3,κεῖνοι,1090
ἐπιχθόνιος,a,Iliad,1,266,2274252,4,ἐπιχθονίων,1091
τρέφω,v,Iliad,1,266,2274252,5,τράφεν,1092
ἀνήρ,n,Iliad,1,266,2274252,6,ἀνδρῶν,1093
κράτιστος,a,Iliad,1,267,2274253,1,κάρτιστοι,1094
εἰμί,v,Iliad,1,267,2274253,3,ἔσαν,1095
κράτιστος,a,Iliad,1,267,2274253a,5,καρτίστοις,1096
μάχομαι,v,Iliad,1,267,2274253a,6,ἐμάχοντο,1097
φήρ,n,Iliad,1,268,2274253a,7,φηρσὶν,1098
ὀρεσκῷος,a,Iliad,1,268,2274253a,8,ὀρεσκῴοισι,1099
ἀπόλλυμι,v,Iliad,1,268,2274253b,11,ἀπόλεσσαν,1100
μεθομιλέω,v,Iliad,1,269,2274254,5,μεθομίλεον,1101
Πύλος,n,Iliad,1,269,2274254,7,Πύλου,1102
ἔρχομαι,v,Iliad,1,269,2274254,8,ἐλθὼν,1103
ἄπιος,a,Iliad,1,270,2274254,11,ἀπίης,1104
γαῖα,n,Iliad,1,270,2274254,12,γαίης,1105
καλέω,v,Iliad,1,270,2274255,1,καλέσαντο,1106
αὐτός,a,Iliad,1,270,2274255,3,αὐτοί,1107
μάχομαι,v,Iliad,1,271,2274256,2,μαχόμην,1108
αὐτός,a,Iliad,1,271,2274256,5,αὐτὸν,1109
κεῖνος,a,Iliad,1,271,2274257,1,κείνοισι,1110
βροτός,n,Iliad,1,272,2274257,9,βροτοί,1111
εἰμί,v,Iliad,1,272,2274257,10,εἰσιν,1112
ἐπιχθόνιος,a,Iliad,1,272,2274257,11,ἐπιχθόνιοι,1113
μάχομαι,v,Iliad,1,272,2274257,12,μαχέοιτο,1114
βουλή,n,Iliad,1,273,2274258,4,βουλέων,1115
συνίημι,v,Iliad,1,273,2274258,5,ξύνιεν,1116
πείθω,v,Iliad,1,273,2274258a,6,πείθοντό,1117
μῦθος,n,Iliad,1,273,2274258a,8,μύθῳ,1118
πείθω,v,Iliad,1,274,2274259,2,πίθεσθε,1119
πείθω,v,Iliad,1,274,2274259,7,πείθεσθαι,1120
ἀμείνων,a,Iliad,1,274,2274259,8,ἄμεινον,1121
ἀγαθός,a,Iliad,1,275,2274260,4,ἀγαθός,1122
εἰμί,v,Iliad,1,275,2274260,6,ἐὼν,1123
ἀφαιρέω,v,Iliad,1,275,2274260,7,ἀποαίρεο,1124
κόρη,n,Iliad,1,275,2274260,8,κούρην,1125
ἐάω,v,Iliad,1,276,2274260a,11,ἔα,1126
πρῶτος,a,Iliad,1,276,2274260a,14,πρῶτα,1127
δίδωμι,v,Iliad,1,276,2274260a,15,δόσαν,1128
γέρας,n,Iliad,1,276,2274260a,16,γέρας,1129
υἱός,n,Iliad,1,276,2274260a,17,υἷες,1130
Ἀχαιός,a,Iliad,1,276,2274260a,18,Ἀχαιῶν,1131
Πηλείδης,n,Iliad,1,277,2274261,3,Πηλείδη,1132
ἐθέλω,v,Iliad,1,277,2274261,4,ἔθελ',1133
ἐρίζω,v,Iliad,1,277,2274261,5,ἐριζέμεναι,1134
βασιλεύς,n,Iliad,1,277,2274261,6,βασιλῆϊ,1135
ὁμοῖος,a,Iliad,1,278,2274261,12,ὁμοίης,1136
μείρομαι,v,Iliad,1,278,2274261,13,ἔμμορε,1137
τιμή,n,Iliad,1,278,2274261,14,τιμῆς,1138
σκηπτοῦχος,a,Iliad,1,279,2274261,15,σκηπτοῦχος,1139
βασιλεύς,n,Iliad,1,279,2274261,16,βασιλεύς,1140
Ζεύς,n,Iliad,1,279,2274261,20,Ζεὺς,1141
κῦδος,n,Iliad,1,279,2274261,21,κῦδος,1142
δίδωμι,v,Iliad,1,279,2274261,22,ἔδωκεν,1143
καρτερός,a,Iliad,1,280,2274262,4,καρτερός,1144
εἰμί,v,Iliad,1,280,2274262,5,ἐσσι,1145
θεά,n,Iliad,1,280,2274262,6,θεὰ,1146
γείνομαι,v,Iliad,1,280,2274262,9,γείνατο,1147
μήτηρ,n,Iliad,1,280,2274262,10,μήτηρ,1148
φέρτατος,a,Iliad,1,281,2274262,15,φέρτερός,1149
εἰμί,v,Iliad,1,281,2274262,16,ἐστιν,1150
πλείων,a,Iliad,1,281,2274262,18,πλεόνεσσιν,1151
ἀνάσσω,v,Iliad,1,281,2274262,19,ἀνάσσει,1152
Ἀτρείδης,n,Iliad,1,282,2274263,1,Ἀτρεΐδη,1153
παύω,v,Iliad,1,282,2274263,4,παῦε,1154
τεός,a,Iliad,1,282,2274263,5,τεὸν,1155
μένος,n,Iliad,1,282,2274263,6,μένος,1156
λίσσομαι,v,Iliad,1,283,2274264,3,λίσσομ',1157
Ἀχιλλεύς,n,Iliad,1,283,2274264,4,Ἀχιλλῆϊ,1158
μεθίημι,v,Iliad,1,283,2274264,5,μεθέμεν,1159
χόλος,n,Iliad,1,283,2274264,6,χόλον,1160
μέγας,a,Iliad,1,283,2274264,9,μέγα,1161
πᾶς,a,Iliad,1,283,2274264,10,πᾶσιν,1162
ἕρκος,n,Iliad,1,284,2274264,11,ἕρκος,1163
Ἀχαιός,a,Iliad,1,284,2274264,12,Ἀχαιοῖσιν,1164
πέλω,v,Iliad,1,284,2274264,13,πέλεται,1165
πόλεμος,n,Iliad,1,284,2274264,14,πολέμοιο,1166
κακός,a,Iliad,1,284,2274264,15,κακοῖο,1167
ἀπαμείβομαι,v,Iliad,1,285,2274265,3,ἀπαμειβόμενος,1168
πρόσφημι,v,Iliad,1,285,2274265,4,προσέφη,1169
κρείων,n,Iliad,1,285,2274265,5,κρείων,1170
Ἀγαμέμνων,n,Iliad,1,285,2274265,6,Ἀγαμέμνων,1171
οὗτος,a,Iliad,1,286,2274266,3,ταῦτά,1172
πᾶς,a,Iliad,1,286,2274266,5,πάντα,1173
γέρων,n,Iliad,1,286,2274266,6,γέρον,1174
μοῖρα,n,Iliad,1,286,2274266,8,μοῖραν,1175
εἶπον,v,Iliad,1,286,2274266,9,ἔειπες,1176
ἀνήρ,n,Iliad,1,287,2274267,3,ἀνὴρ,1177
ἐθέλω,v,Iliad,1,287,2274267,4,ἐθέλει,1178
πᾶς,a,Iliad,1,287,2274267,6,πάντων,1179
εἰμί,v,Iliad,1,287,2274267,7,ἔμμεναι,1180
ἄλλος,a,Iliad,1,287,2274267,8,ἄλλων,1181
πᾶς,a,Iliad,1,288,2274267a,10,πάντων,1182
κρατέω,v,Iliad,1,288,2274267a,12,κρατέειν,1183
ἐθέλω,v,Iliad,1,288,2274267a,13,ἐθέλει,1184
πᾶς,a,Iliad,1,288,2274267a,15,πάντεσσι,1185
ἀνάσσω,v,Iliad,1,288,2274267a,17,ἀνάσσειν,1186
πᾶς,a,Iliad,1,289,2274267a,19,πᾶσι,1187
σημαίνω,v,Iliad,1,289,2274267a,21,σημαίνειν,1188
πείθω,v,Iliad,1,289,2274267a,26,πείσεσθαι,1189
οἴομαι,v,Iliad,1,289,2274267a,27,ὀΐω,1190
αἰχμητής,n,Iliad,1,290,2274268,4,αἰχμητὴν,1191
τίθημι,v,Iliad,1,290,2274268,5,ἔθεσαν,1192
θεός,n,Iliad,1,290,2274268,6,θεοὶ,1193
εἰμί,v,Iliad,1,290,2274268,8,ἐόντες,1194
προτίθημι,v,Iliad,1,291,2274268,11,προθέουσιν,1195
ὄνειδος,n,Iliad,1,291,2274268,12,ὀνείδεα,1196
μυθέομαι,v,Iliad,1,291,2274268,13,μυθήσασθαι,1197
ἀμείβω,v,Iliad,1,292,2274269,5,ἠμείβετο,1198
δῖος,a,Iliad,1,292,2274269,6,δῖος,1199
Ἀχιλλεύς,n,Iliad,1,292,2274269,7,Ἀχιλλεύς,1200
δειλός,a,Iliad,1,293,2274270,4,δειλός,1201
οὐτιδανός,a,Iliad,1,293,2274270,7,οὐτιδανὸς,1202
καλέω,v,Iliad,1,293,2274270,8,καλεοίμην,1203
πᾶς,a,Iliad,1,294,2274270,12,πᾶν,1204
ἔργον,n,Iliad,1,294,2274270,13,ἔργον,1205
ὑπείκω,v,Iliad,1,294,2274270,14,ὑπείξομαι,1206
εἶπον,v,Iliad,1,294,2274270,17,εἴπῃς,1207
ἄλλος,a,Iliad,1,295,2274271,1,ἄλλοισιν,1208
οὗτος,a,Iliad,1,295,2274271,3,ταῦτ',1209
ἐπιτέλλω,v,Iliad,1,295,2274271,4,ἐπιτέλλεο,1210
σημαίνω,v,Iliad,1,296,2274271a,9,σήμαιν',1211
πείθω,v,Iliad,1,296,2274272,6,πείσεσθαι,1212
οἴομαι,v,Iliad,1,296,2274272,7,ὀΐω,1213
ἄλλος,a,Iliad,1,297,2274273,1,ἄλλο,1214
εἴρω2,v,Iliad,1,297,2274273,4,ἐρέω,1215
φρήν,n,Iliad,1,297,2274273a,9,φρεσὶ,1216
βάλλω,v,Iliad,1,297,2274273a,10,βάλλεο,1217
